theta,q,theta_via_q,y_rep
0.65266503,0.82633251,0.65266503,86.0
0.71438512,0.85719256,0.71438512,81.0
0.63339704,0.81669852,0.63339704,83.0
0.65673771,0.82836886,0.65673771,85.0
0.61988983,0.80994492,0.61988983,78.0
0.56284731,0.78142365,0.56284731,78.0
0.60984049,0.80492024,0.60984049,78.0
0.60984049,0.80492024,0.60984049,76.0
0.6445249,0.82226245,0.6445249,77.0
0.6445249,0.82226245,0.6445249,78.0
0.49759141,0.7487957,0.49759141,78.0
0.48555682,0.74277841,0.48555682,75.0
0.57769183,0.78884592,0.57769183,78.0
0.57228315,0.78614157,0.57228315,76.0
0.56442437,0.78221218,0.56442437,74.0
0.66524473,0.83262237,0.66524473,83.0
0.61230102,0.80615051,0.61230102,77.0
0.53412866,0.76706433,0.53412866,76.0
0.57127464,0.78563732,0.57127464,73.0
0.66466316,0.83233158,0.66466316,87.0
0.59621466,0.79810733,0.59621466,80.0
0.59616256,0.79808128,0.59616256,86.0
0.61893168,0.80946584,0.61893168,81.0
0.63198427,0.81599213,0.63198427,83.0
0.61579264,0.80789632,0.61579264,83.0
0.54236245,0.77118122,0.54236245,79.0
0.70209632,0.85104816,0.70209632,89.0
0.64200189,0.82100095,0.64200189,86.0
0.64200189,0.82100095,0.64200189,77.0
0.56029144,0.78014572,0.56029144,79.0
0.63236148,0.81618074,0.63236148,86.0
0.62839499,0.81419749,0.62839499,76.0
0.61397503,0.80698752,0.61397503,79.0
0.60882254,0.80441127,0.60882254,80.0
0.75602988,0.87801494,0.75602988,93.0
0.63425094,0.81712547,0.63425094,89.0
0.65017613,0.82508807,0.65017613,89.0
0.56433172,0.78216586,0.56433172,74.0
0.70674844,0.85337422,0.70674844,85.0
0.57344989,0.78672495,0.57344989,78.0
0.493108,0.746554,0.493108,78.0
0.49287442,0.74643721,0.49287442,70.0
0.50934193,0.75467096,0.50934193,74.0
0.59438909,0.79719455,0.59438909,75.0
0.5220146,0.7610073,0.5220146,73.0
0.47554099,0.73777049,0.47554099,77.0
0.42638412,0.71319206,0.42638412,68.0
0.48680873,0.74340436,0.48680873,74.0
0.69813636,0.84906818,0.69813636,84.0
0.73215228,0.86607614,0.73215228,87.0
0.73079624,0.86539812,0.73079624,84.0
0.7170976,0.8585488,0.7170976,90.0
0.45168567,0.72584283,0.45168567,71.0
0.53125533,0.76562766,0.53125533,73.0
0.62911674,0.81455837,0.62911674,86.0
0.6167334,0.8083667,0.6167334,81.0
0.65393767,0.82696884,0.65393767,82.0
0.59687661,0.79843831,0.59687661,83.0
0.59628617,0.79814308,0.59628617,83.0
0.58792946,0.79396473,0.58792946,80.0
0.66419458,0.83209729,0.66419458,83.0
0.49855105,0.74927553,0.49855105,74.0
0.495895,0.7479475,0.495895,72.0
0.58276519,0.79138259,0.58276519,79.0
0.6402283,0.82011415,0.6402283,85.0
0.55148531,0.77574266,0.55148531,76.0
0.61207103,0.80603552,0.61207103,76.0
0.70088193,0.85044096,0.70088193,79.0
0.68786855,0.84393428,0.68786855,84.0
0.6722838,0.8361419,0.6722838,86.0
0.55307854,0.77653927,0.55307854,84.0
0.52259148,0.76129574,0.52259148,71.0
0.61825502,0.80912751,0.61825502,86.0
0.60111553,0.80055776,0.60111553,84.0
0.53978223,0.76989111,0.53978223,77.0
0.46908597,0.73454298,0.46908597,69.0
0.39518124,0.69759062,0.39518124,69.0
0.52534066,0.76267033,0.52534066,69.0
0.61332958,0.80666479,0.61332958,78.0
0.43923693,0.71961847,0.43923693,79.0
0.62138775,0.81069387,0.62138775,75.0
0.61377939,0.80688969,0.61377939,83.0
0.63644253,0.81822127,0.63644253,85.0
0.6954318,0.8477159,0.6954318,83.0
0.62383194,0.81191597,0.62383194,84.0
0.51324846,0.75662423,0.51324846,74.0
0.58672745,0.79336373,0.58672745,73.0
0.56503822,0.78251911,0.56503822,70.0
0.48955123,0.74477561,0.48955123,70.0
0.51481162,0.75740581,0.51481162,72.0
0.46332893,0.73166446,0.46332893,73.0
0.50775386,0.75387693,0.50775386,79.0
0.54017574,0.77008787,0.54017574,80.0
0.50530047,0.75265024,0.50530047,79.0
0.4792987,0.73964935,0.4792987,73.0
0.47196372,0.73598186,0.47196372,73.0
0.59879076,0.79939538,0.59879076,75.0
0.61456686,0.80728343,0.61456686,78.0
0.5772366,0.7886183,0.5772366,81.0
0.56486081,0.7824304,0.56486081,76.0
0.58146467,0.79073233,0.58146467,81.0
0.58185833,0.79092917,0.58185833,82.0
0.58185833,0.79092917,0.58185833,76.0
0.6527205,0.82636025,0.6527205,85.0
0.67429728,0.83714864,0.67429728,87.0
0.54772934,0.77386467,0.54772934,80.0
0.44842315,0.72421158,0.44842315,73.0
0.57146564,0.78573282,0.57146564,75.0
0.49683695,0.74841848,0.49683695,81.0
0.51640566,0.75820283,0.51640566,73.0
0.56388839,0.78194419,0.56388839,74.0
0.7051285,0.85256425,0.7051285,84.0
0.6354973,0.81774865,0.6354973,81.0
0.54394692,0.77197346,0.54394692,80.0
0.61273233,0.80636617,0.61273233,83.0
0.57928361,0.7896418,0.57928361,85.0
0.49808017,0.74904008,0.49808017,75.0
0.51929443,0.75964721,0.51929443,76.0
0.50168461,0.7508423,0.50168461,82.0
0.46255589,0.73127794,0.46255589,75.0
0.4488856,0.7244428,0.4488856,75.0
0.71529629,0.85764815,0.71529629,82.0
0.47911255,0.73955628,0.47911255,73.0
0.56393001,0.78196501,0.56393001,71.0
0.51630927,0.75815463,0.51630927,75.0
0.63361825,0.81680913,0.63361825,86.0
0.71028082,0.85514041,0.71028082,84.0
0.60039486,0.80019743,0.60039486,81.0
0.59166089,0.79583044,0.59166089,72.0
0.6683142,0.8341571,0.6683142,76.0
0.57623986,0.78811993,0.57623986,80.0
0.58153123,0.79076562,0.58153123,79.0
0.63274248,0.81637124,0.63274248,79.0
0.63510576,0.81755288,0.63510576,79.0
0.53521974,0.76760987,0.53521974,76.0
0.53521974,0.76760987,0.53521974,76.0
0.57811398,0.78905699,0.57811398,70.0
0.75206305,0.87603152,0.75206305,89.0
0.73475961,0.86737981,0.73475961,91.0
0.74444718,0.87222359,0.74444718,93.0
0.60538284,0.80269142,0.60538284,83.0
0.58687872,0.79343936,0.58687872,80.0
0.5683435,0.78417175,0.5683435,85.0
0.68150972,0.84075486,0.68150972,78.0
0.67997904,0.83998952,0.67997904,90.0
0.68683222,0.84341611,0.68683222,80.0
0.6490044,0.8245022,0.6490044,81.0
0.47629392,0.73814696,0.47629392,74.0
0.49092065,0.74546033,0.49092065,66.0
0.53510429,0.76755214,0.53510429,72.0
0.62590066,0.81295033,0.62590066,86.0
0.64572037,0.82286019,0.64572037,86.0
0.68392162,0.84196081,0.68392162,87.0
0.62348732,0.81174366,0.62348732,76.0
0.56931278,0.78465639,0.56931278,82.0
0.48701241,0.74350621,0.48701241,70.0
0.59855121,0.79927561,0.59855121,83.0
0.55369808,0.77684904,0.55369808,84.0
0.60573074,0.80286537,0.60573074,82.0
0.58613127,0.79306564,0.58613127,80.0
0.63027747,0.81513874,0.63027747,79.0
0.63027747,0.81513874,0.63027747,80.0
0.56131971,0.78065985,0.56131971,70.0
0.58459964,0.79229982,0.58459964,82.0
0.68300472,0.84150236,0.68300472,82.0
0.64412752,0.82206376,0.64412752,75.0
0.5695659,0.78478295,0.5695659,73.0
0.60687325,0.80343662,0.60687325,84.0
0.60687325,0.80343662,0.60687325,89.0
0.61214888,0.80607444,0.61214888,79.0
0.65458026,0.82729013,0.65458026,80.0
0.60032202,0.80016101,0.60032202,83.0
0.50265986,0.75132993,0.50265986,78.0
0.63579373,0.81789686,0.63579373,87.0
0.60828236,0.80414118,0.60828236,82.0
0.6209763,0.81048815,0.6209763,86.0
0.62867314,0.81433657,0.62867314,77.0
0.44891014,0.72445507,0.44891014,72.0
0.46741707,0.73370854,0.46741707,72.0
0.64963151,0.82481576,0.64963151,83.0
0.48778761,0.7438938,0.48778761,69.0
0.69103525,0.84551762,0.69103525,84.0
0.69417324,0.84708662,0.69417324,77.0
0.55642786,0.77821393,0.55642786,83.0
0.65061084,0.82530542,0.65061084,79.0
0.62074293,0.81037147,0.62074293,82.0
0.54402258,0.77201129,0.54402258,74.0
0.61463918,0.80731959,0.61463918,85.0
0.60446263,0.80223131,0.60446263,81.0
0.58920596,0.79460298,0.58920596,79.0
0.60095596,0.80047798,0.60095596,77.0
0.59124659,0.79562329,0.59124659,79.0
0.59477424,0.79738712,0.59477424,78.0
0.59477424,0.79738712,0.59477424,81.0
0.60163479,0.8008174,0.60163479,68.0
0.62055302,0.81027651,0.62055302,78.0
0.71446966,0.85723483,0.71446966,78.0
0.55967517,0.77983759,0.55967517,87.0
0.51470463,0.75735232,0.51470463,68.0
0.67416695,0.83708348,0.67416695,83.0
0.61880168,0.80940084,0.61880168,76.0
0.54742014,0.77371007,0.54742014,80.0
0.75578495,0.87789248,0.75578495,92.0
0.54660063,0.77330031,0.54660063,76.0
0.60843063,0.80421531,0.60843063,82.0
0.60996243,0.80498122,0.60996243,78.0
0.62208983,0.81104492,0.62208983,88.0
0.56977812,0.78488906,0.56977812,76.0
0.50533097,0.75266548,0.50533097,74.0
0.53801659,0.7690083,0.53801659,79.0
0.56353581,0.7817679,0.56353581,75.0
0.60533704,0.80266852,0.60533704,78.0
0.60533704,0.80266852,0.60533704,82.0
0.5639501,0.78197505,0.5639501,81.0
0.62756954,0.81378477,0.62756954,76.0
0.62756954,0.81378477,0.62756954,78.0
0.65404692,0.82702346,0.65404692,80.0
0.66315476,0.83157738,0.66315476,85.0
0.70559701,0.85279851,0.70559701,84.0
0.61686333,0.80843166,0.61686333,81.0
0.46598201,0.73299101,0.46598201,64.0
0.63882342,0.81941171,0.63882342,86.0
0.72530425,0.86265213,0.72530425,88.0
0.67242187,0.83621093,0.67242187,84.0
0.689697,0.8448485,0.689697,82.0
0.62016523,0.81008262,0.62016523,83.0
0.61311183,0.80655592,0.61311183,79.0
0.69759662,0.84879831,0.69759662,80.0
0.69432097,0.84716049,0.69432097,82.0
0.71846533,0.85923266,0.71846533,83.0
0.68320518,0.84160259,0.68320518,82.0
0.61343702,0.80671851,0.61343702,80.0
0.58671911,0.79335955,0.58671911,84.0
0.59836252,0.79918126,0.59836252,80.0
0.57866854,0.78933427,0.57866854,80.0
0.58313465,0.79156732,0.58313465,80.0
0.59894053,0.79947026,0.59894053,79.0
0.62541794,0.81270897,0.62541794,84.0
0.59043611,0.79521805,0.59043611,75.0
0.62886474,0.81443237,0.62886474,72.0
0.51174641,0.75587321,0.51174641,72.0
0.68697277,0.84348639,0.68697277,85.0
0.37558321,0.6877916,0.37558321,64.0
0.40525273,0.70262636,0.40525273,70.0
0.4604104,0.7302052,0.4604104,69.0
0.5502839,0.77514195,0.5502839,85.0
0.6408971,0.82044855,0.6408971,85.0
0.63264857,0.81632428,0.63264857,80.0
0.60438303,0.80219151,0.60438303,78.0
0.56821441,0.7841072,0.56821441,78.0
0.62120204,0.81060102,0.62120204,76.0
0.59838838,0.79919419,0.59838838,85.0
0.55362067,0.77681033,0.55362067,85.0
0.486845,0.7434225,0.486845,75.0
0.49937524,0.74968762,0.49937524,80.0
0.46878244,0.73439122,0.46878244,64.0
0.49725499,0.74862749,0.49725499,73.0
0.61275988,0.80637994,0.61275988,78.0
0.55886414,0.77943207,0.55886414,83.0
0.56216885,0.78108443,0.56216885,73.0
0.62245292,0.81122646,0.62245292,77.0
0.56487227,0.78243614,0.56487227,80.0
0.54801581,0.7740079,0.54801581,81.0
0.48750486,0.74375243,0.48750486,71.0
0.59229655,0.79614828,0.59229655,84.0
0.5930364,0.7965182,0.5930364,78.0
0.51014898,0.75507449,0.51014898,76.0
0.57626176,0.78813088,0.57626176,86.0
0.6157402,0.8078701,0.6157402,85.0
0.54034326,0.77017163,0.54034326,76.0
0.61232652,0.80616326,0.61232652,80.0
0.55225779,0.7761289,0.55225779,77.0
0.52773386,0.76386693,0.52773386,71.0
0.57889102,0.78944551,0.57889102,81.0
0.56828887,0.78414444,0.56828887,79.0
0.61002933,0.80501466,0.61002933,80.0
0.55286309,0.77643154,0.55286309,83.0
0.52884296,0.76442148,0.52884296,78.0
0.54825147,0.77412574,0.54825147,71.0
0.56422258,0.78211129,0.56422258,75.0
0.57800131,0.78900065,0.57800131,86.0
0.53857727,0.76928863,0.53857727,86.0
0.58979211,0.79489605,0.58979211,83.0
0.57256923,0.78628461,0.57256923,79.0
0.5825945,0.79129725,0.5825945,75.0
0.63826497,0.81913249,0.63826497,83.0
0.64878332,0.82439166,0.64878332,80.0
0.54189853,0.77094927,0.54189853,77.0
0.6018091,0.80090455,0.6018091,79.0
0.61929988,0.80964994,0.61929988,82.0
0.5705115,0.78525575,0.5705115,88.0
0.62065296,0.81032648,0.62065296,82.0
0.77506245,0.88753122,0.77506245,95.0
0.72576017,0.86288009,0.72576017,83.0
0.71825686,0.85912843,0.71825686,88.0
0.68779983,0.84389991,0.68779983,87.0
0.6202286,0.8101143,0.6202286,79.0
0.58019313,0.79009656,0.58019313,84.0
0.58517551,0.79258776,0.58517551,76.0
0.65199636,0.82599818,0.65199636,83.0
0.53109316,0.76554658,0.53109316,85.0
0.52778735,0.76389367,0.52778735,70.0
0.54443267,0.77221633,0.54443267,75.0
0.52477002,0.76238501,0.52477002,76.0
0.55018097,0.77509049,0.55018097,79.0
0.58768088,0.79384044,0.58768088,84.0
0.60440091,0.80220045,0.60440091,70.0
0.61024562,0.80512281,0.61024562,79.0
0.58101996,0.79050998,0.58101996,78.0
0.67674297,0.83837148,0.67674297,83.0
0.67580977,0.83790488,0.67580977,85.0
0.51276246,0.75638123,0.51276246,78.0
0.60613111,0.80306556,0.60613111,77.0
0.61999909,0.80999955,0.61999909,76.0
0.5887533,0.79437665,0.5887533,80.0
0.56785373,0.78392686,0.56785373,71.0
0.56785373,0.78392686,0.56785373,81.0
0.62187908,0.81093954,0.62187908,83.0
0.6383565,0.81917825,0.6383565,81.0
0.60099086,0.80049543,0.60099086,77.0
0.59129829,0.79564915,0.59129829,79.0
0.45954414,0.72977207,0.45954414,68.0
0.44393844,0.72196922,0.44393844,79.0
0.49428592,0.74714296,0.49428592,81.0
0.51719267,0.75859633,0.51719267,68.0
0.59788056,0.79894028,0.59788056,79.0
0.58610342,0.79305171,0.58610342,72.0
0.58610342,0.79305171,0.58610342,82.0
0.56423228,0.78211614,0.56423228,82.0
0.54793896,0.77396948,0.54793896,80.0
0.464164,0.732082,0.464164,71.0
0.53487383,0.76743691,0.53487383,70.0
0.56077041,0.78038521,0.56077041,75.0
0.6431336,0.8215668,0.6431336,84.0
0.52298062,0.76149031,0.52298062,75.0
0.42316571,0.71158286,0.42316571,68.0
0.6003177,0.80015885,0.6003177,74.0
0.52907369,0.76453684,0.52907369,79.0
0.52907369,0.76453684,0.52907369,76.0
0.58339538,0.79169769,0.58339538,83.0
0.71012465,0.85506232,0.71012465,88.0
0.67432103,0.83716051,0.67432103,84.0
0.68075339,0.84037669,0.68075339,90.0
0.64242017,0.82121009,0.64242017,78.0
0.62393304,0.81196652,0.62393304,80.0
0.74413109,0.87206554,0.74413109,94.0
0.69167975,0.84583987,0.69167975,82.0
0.70740174,0.85370087,0.70740174,88.0
0.57463619,0.7873181,0.57463619,79.0
0.44885952,0.72442976,0.44885952,81.0
0.50654224,0.75327112,0.50654224,80.0
0.6527911,0.82639555,0.6527911,78.0
0.56671662,0.78335831,0.56671662,78.0
0.39627917,0.69813958,0.39627917,72.0
0.56175995,0.78087997,0.56175995,81.0
0.59070588,0.79535294,0.59070588,70.0
0.59433591,0.79716796,0.59433591,78.0
0.60554973,0.80277487,0.60554973,85.0
0.45047018,0.72523509,0.45047018,78.0
0.45047018,0.72523509,0.45047018,77.0
0.66923849,0.83461925,0.66923849,87.0
0.48892859,0.7444643,0.48892859,73.0
0.58211193,0.79105596,0.58211193,80.0
0.58355049,0.79177525,0.58355049,89.0
0.57832979,0.78916489,0.57832979,84.0
0.57832979,0.78916489,0.57832979,83.0
0.58111489,0.79055745,0.58111489,76.0
0.69671472,0.84835736,0.69671472,80.0
0.71050208,0.85525104,0.71050208,87.0
0.68655782,0.84327891,0.68655782,81.0
0.67742424,0.83871212,0.67742424,87.0
0.69236381,0.8461819,0.69236381,92.0
0.69236381,0.8461819,0.69236381,86.0
0.61895174,0.80947587,0.61895174,80.0
0.61895174,0.80947587,0.61895174,84.0
0.53295305,0.76647653,0.53295305,77.0
0.65658375,0.82829187,0.65658375,78.0
0.52839181,0.7641959,0.52839181,73.0
0.51590142,0.75795071,0.51590142,71.0
0.6269416,0.8134708,0.6269416,86.0
0.65056683,0.82528341,0.65056683,80.0
0.57209852,0.78604926,0.57209852,77.0
0.45350776,0.72675388,0.45350776,75.0
0.71779976,0.85889988,0.71779976,86.0
0.66067404,0.83033702,0.66067404,85.0
0.59609432,0.79804716,0.59609432,85.0
0.66775066,0.83387533,0.66775066,85.0
0.64863397,0.82431699,0.64863397,84.0
0.53231446,0.76615723,0.53231446,79.0
0.51746607,0.75873304,0.51746607,80.0
0.51746607,0.75873304,0.51746607,76.0
0.48111449,0.74055724,0.48111449,79.0
0.48561467,0.74280733,0.48561467,79.0
0.51996193,0.75998097,0.51996193,77.0
0.56196409,0.78098205,0.56196409,71.0
0.5561266,0.7780633,0.5561266,73.0
0.75713167,0.87856584,0.75713167,87.0
0.55679249,0.77839625,0.55679249,85.0
0.67773034,0.83886517,0.67773034,82.0
0.71334979,0.85667489,0.71334979,85.0
0.6645664,0.8322832,0.6645664,90.0
0.60643118,0.80321559,0.60643118,76.0
0.53607626,0.76803813,0.53607626,75.0
0.51088666,0.75544333,0.51088666,81.0
0.50810231,0.75405116,0.50810231,72.0
0.54150294,0.77075147,0.54150294,78.0
0.53662179,0.76831089,0.53662179,77.0
0.58109565,0.79054783,0.58109565,81.0
0.48073404,0.74036702,0.48073404,76.0
0.63278361,0.81639181,0.63278361,83.0
0.59216551,0.79608275,0.59216551,85.0
0.60213159,0.80106579,0.60213159,78.0
0.50551811,0.75275906,0.50551811,73.0
0.6724708,0.8362354,0.6724708,88.0
0.73159563,0.86579782,0.73159563,88.0
0.62683771,0.81341886,0.62683771,79.0
0.56699204,0.78349602,0.56699204,83.0
0.6709123,0.83545615,0.6709123,87.0
0.62509046,0.81254523,0.62509046,84.0
0.627852,0.813926,0.627852,92.0
0.627852,0.813926,0.627852,83.0
0.62426094,0.81213047,0.62426094,81.0
0.66541847,0.83270924,0.66541847,85.0
0.6773355,0.83866775,0.6773355,79.0
0.58640049,0.79320025,0.58640049,82.0
0.57530099,0.7876505,0.57530099,74.0
0.57530099,0.7876505,0.57530099,81.0
0.43737896,0.71868948,0.43737896,74.0
0.56611727,0.78305864,0.56611727,71.0
0.64913635,0.82456818,0.64913635,78.0
0.65144551,0.82572275,0.65144551,85.0
0.65105186,0.82552593,0.65105186,81.0
0.50242077,0.75121039,0.50242077,73.0
0.56513534,0.78256767,0.56513534,68.0
0.68443074,0.84221537,0.68443074,89.0
0.60834496,0.80417248,0.60834496,79.0
0.63165416,0.81582708,0.63165416,75.0
0.60313168,0.80156584,0.60313168,80.0
0.66848891,0.83424445,0.66848891,81.0
0.60967329,0.80483664,0.60967329,85.0
0.64376514,0.82188257,0.64376514,85.0
0.51423044,0.75711522,0.51423044,74.0
0.40848566,0.70424283,0.40848566,68.0
0.36536235,0.68268117,0.36536235,67.0
0.686346,0.843173,0.686346,84.0
0.71211492,0.85605746,0.71211492,87.0
0.7073306,0.8536653,0.7073306,86.0
0.69195665,0.84597832,0.69195665,88.0
0.69195665,0.84597832,0.69195665,84.0
0.69195665,0.84597832,0.69195665,80.0
0.6969671,0.84848355,0.6969671,88.0
0.68471672,0.84235836,0.68471672,82.0
0.66684911,0.83342456,0.66684911,88.0
0.52040926,0.76020463,0.52040926,82.0
0.57813549,0.78906774,0.57813549,79.0
0.50144945,0.75072473,0.50144945,77.0
0.49577459,0.74788729,0.49577459,72.0
0.49577459,0.74788729,0.49577459,74.0
0.48466445,0.74233223,0.48466445,73.0
0.49284489,0.74642244,0.49284489,78.0
0.53359327,0.76679664,0.53359327,82.0
0.5423223,0.77116115,0.5423223,82.0
0.57289801,0.786449,0.57289801,86.0
0.65068793,0.82534397,0.65068793,82.0
0.64604427,0.82302214,0.64604427,78.0
0.54441678,0.77220839,0.54441678,82.0
0.58030316,0.79015158,0.58030316,78.0
0.60012766,0.80006383,0.60012766,83.0
0.55354492,0.77677246,0.55354492,80.0
0.56150607,0.78075303,0.56150607,82.0
0.6024678,0.8012339,0.6024678,83.0
0.63525257,0.81762628,0.63525257,80.0
0.54163941,0.7708197,0.54163941,74.0
0.55329603,0.77664801,0.55329603,81.0
0.55835605,0.77917803,0.55835605,80.0
0.65784559,0.8289228,0.65784559,88.0
0.57993123,0.78996562,0.57993123,83.0
0.57718455,0.78859227,0.57718455,74.0
0.61517086,0.80758543,0.61517086,90.0
0.56080055,0.78040027,0.56080055,70.0
0.58915692,0.79457846,0.58915692,77.0
0.58915692,0.79457846,0.58915692,81.0
0.4822985,0.74114925,0.4822985,81.0
0.57359245,0.78679623,0.57359245,79.0
0.61483903,0.80741951,0.61483903,82.0
0.74303213,0.87151607,0.74303213,85.0
0.80415307,0.90207654,0.80415307,93.0
0.75713517,0.87856759,0.75713517,86.0
0.76365092,0.88182546,0.76365092,85.0
0.59172158,0.79586079,0.59172158,75.0
0.58714166,0.79357083,0.58714166,81.0
0.46714183,0.73357091,0.46714183,67.0
0.4398565,0.71992825,0.4398565,72.0
0.46323334,0.73161667,0.46323334,74.0
0.63318093,0.81659046,0.63318093,80.0
0.54031324,0.77015662,0.54031324,79.0
0.65458505,0.82729253,0.65458505,83.0
0.63939082,0.81969541,0.63939082,79.0
0.67953049,0.83976524,0.67953049,83.0
0.57081984,0.78540992,0.57081984,78.0
0.64936675,0.82468337,0.64936675,82.0
0.66016372,0.83008186,0.66016372,82.0
0.61944292,0.80972146,0.61944292,74.0
0.56016168,0.78008084,0.56016168,78.0
0.64959377,0.82479689,0.64959377,82.0
0.63318309,0.81659154,0.63318309,80.0
0.55841821,0.7792091,0.55841821,82.0
0.59068701,0.79534351,0.59068701,84.0
0.58408888,0.79204444,0.58408888,70.0
0.50401536,0.75200768,0.50401536,72.0
0.50707556,0.75353778,0.50707556,74.0
0.65845883,0.82922942,0.65845883,82.0
0.66262249,0.83131124,0.66262249,79.0
0.66262249,0.83131124,0.66262249,84.0
0.52048291,0.76024145,0.52048291,77.0
0.52048291,0.76024145,0.52048291,73.0
0.59228732,0.79614366,0.59228732,79.0
0.59279051,0.79639525,0.59279051,83.0
0.59947011,0.79973505,0.59947011,82.0
0.58492209,0.79246104,0.58492209,73.0
0.60028573,0.80014287,0.60028573,83.0
0.58987644,0.79493822,0.58987644,77.0
0.66016515,0.83008257,0.66016515,85.0
0.54977524,0.77488762,0.54977524,77.0
0.52350499,0.76175249,0.52350499,69.0
0.57329314,0.78664657,0.57329314,74.0
0.67498772,0.83749386,0.67498772,90.0
0.40704694,0.70352347,0.40704694,68.0
0.44940272,0.72470136,0.44940272,71.0
0.47655231,0.73827615,0.47655231,68.0
0.47556979,0.7377849,0.47556979,77.0
0.67002153,0.83501076,0.67002153,89.0
0.33326535,0.66663267,0.33326535,58.0
0.63240335,0.81620168,0.63240335,81.0
0.52346962,0.76173481,0.52346962,76.0
0.5118585,0.75592925,0.5118585,72.0
0.66641816,0.83320908,0.66641816,84.0
0.7267164,0.8633582,0.7267164,83.0
0.56312482,0.78156241,0.56312482,82.0
0.55350657,0.77675329,0.55350657,75.0
0.56049126,0.78024563,0.56049126,78.0
0.54846762,0.77423381,0.54846762,76.0
0.54876741,0.7743837,0.54876741,82.0
0.59050183,0.79525091,0.59050183,82.0
0.52684653,0.76342326,0.52684653,81.0
0.56431385,0.78215693,0.56431385,77.0
0.56963861,0.7848193,0.56963861,80.0
0.62457347,0.81228673,0.62457347,79.0
0.52520098,0.76260049,0.52520098,79.0
0.62636412,0.81318206,0.62636412,85.0
0.64146503,0.82073251,0.64146503,87.0
0.65294578,0.82647289,0.65294578,74.0
0.70342309,0.85171155,0.70342309,86.0
0.6227601,0.81138005,0.6227601,86.0
0.55182513,0.77591256,0.55182513,81.0
0.77478729,0.88739364,0.77478729,90.0
0.66891718,0.83445859,0.66891718,88.0
0.69741206,0.84870603,0.69741206,85.0
0.60883104,0.80441552,0.60883104,86.0
0.61126371,0.80563185,0.61126371,86.0
0.59423032,0.79711516,0.59423032,75.0
0.63282567,0.81641283,0.63282567,89.0
0.62924707,0.81462354,0.62924707,81.0
0.64502182,0.82251091,0.64502182,86.0
0.57645576,0.78822788,0.57645576,76.0
0.57868655,0.78934327,0.57868655,79.0
0.6183372,0.8091686,0.6183372,76.0
0.75201231,0.87600616,0.75201231,95.0
0.68220613,0.84110306,0.68220613,82.0
0.64797891,0.82398945,0.64797891,82.0
0.48669319,0.74334659,0.48669319,74.0
0.54907072,0.77453536,0.54907072,86.0
0.56849109,0.78424554,0.56849109,80.0
0.54860234,0.77430117,0.54860234,83.0
0.56966032,0.78483016,0.56966032,80.0
0.75018436,0.87509218,0.75018436,84.0
0.40575329,0.70287664,0.40575329,70.0
0.53659899,0.7682995,0.53659899,74.0
0.52922662,0.76461331,0.52922662,74.0
0.6408628,0.8204314,0.6408628,83.0
0.6408628,0.8204314,0.6408628,76.0
0.6431577,0.82157885,0.6431577,81.0
0.6431577,0.82157885,0.6431577,88.0
0.46065006,0.73032503,0.46065006,70.0
0.47469558,0.73734779,0.47469558,71.0
0.4462118,0.7231059,0.4462118,65.0
0.4833822,0.7416911,0.4833822,66.0
0.60374767,0.80187384,0.60374767,81.0
0.60742054,0.80371027,0.60742054,78.0
0.56612218,0.78306109,0.56612218,73.0
0.51797833,0.75898917,0.51797833,84.0
0.53578528,0.76789264,0.53578528,76.0
0.50098224,0.75049112,0.50098224,71.0
0.54214832,0.77107416,0.54214832,85.0
0.61423207,0.80711604,0.61423207,76.0
0.56693342,0.78346671,0.56693342,79.0
0.41406255,0.70703128,0.41406255,79.0
0.35543278,0.67771639,0.35543278,70.0
0.32170074,0.66085037,0.32170074,71.0
0.34340014,0.67170007,0.34340014,64.0
0.62475268,0.81237634,0.62475268,82.0
0.56681315,0.78340658,0.56681315,74.0
0.64620316,0.82310158,0.64620316,82.0
0.68858061,0.8442903,0.68858061,82.0
0.70164057,0.85082029,0.70164057,82.0
0.58219897,0.79109948,0.58219897,80.0
0.57523029,0.78761514,0.57523029,88.0
0.58148509,0.79074255,0.58148509,74.0
0.57759082,0.78879541,0.57759082,78.0
0.56454023,0.78227011,0.56454023,73.0
0.65816885,0.82908442,0.65816885,90.0
0.64799764,0.82399882,0.64799764,85.0
0.52197451,0.76098726,0.52197451,80.0
0.65737978,0.82868989,0.65737978,83.0
0.70616558,0.85308279,0.70616558,87.0
0.74944951,0.87472476,0.74944951,87.0
0.62084218,0.81042109,0.62084218,80.0
0.55130748,0.77565374,0.55130748,74.0
0.35261102,0.67630551,0.35261102,74.0
0.53142525,0.76571263,0.53142525,79.0
0.53786938,0.76893469,0.53786938,85.0
0.53195449,0.76597724,0.53195449,72.0
0.54577332,0.77288666,0.54577332,81.0
0.46238513,0.73119256,0.46238513,74.0
0.48851496,0.74425748,0.48851496,81.0
0.43310903,0.71655452,0.43310903,68.0
0.495131,0.7475655,0.495131,74.0
0.64569384,0.82284692,0.64569384,81.0
0.55935164,0.77967582,0.55935164,80.0
0.56612087,0.78306044,0.56612087,75.0
0.55140212,0.77570106,0.55140212,74.0
0.62760769,0.81380384,0.62760769,80.0
0.63648767,0.81824383,0.63648767,84.0
0.53825762,0.76912881,0.53825762,68.0
0.58160559,0.7908028,0.58160559,85.0
0.54507843,0.77253922,0.54507843,85.0
