theta,p_forced,q,y_rep
0.61413979,0.52760887,0.81772306,87.0
0.61870399,0.56674341,0.83480099,83.0
0.54047455,0.5562254,0.79607428,85.0
0.56469761,0.50350522,0.78387464,77.0
0.49574462,0.52425322,0.76010212,75.0
0.37107602,0.54562085,0.71423006,71.0
0.5191758,0.65022444,0.83181945,78.0
0.58216369,0.51303221,0.79652717,79.0
0.53739775,0.57403007,0.80294535,80.0
0.47089656,0.52807078,0.75030063,79.0
0.58307491,0.53127041,0.80457487,83.0
0.59899076,0.32261014,0.72836041,73.0
0.66597418,0.41781137,0.80553396,81.0
0.66313452,0.47505246,0.8231633,80.0
0.59696924,0.42741915,0.76923231,76.0
0.51251462,0.45498795,0.73431459,74.0
0.48747984,0.44581088,0.71596691,70.0
0.58584821,0.56355384,0.81924504,79.0
0.32175313,0.60471183,0.73189704,78.0
0.47626476,0.51902202,0.74809489,69.0
0.70756505,0.47051975,0.84516147,91.0
0.65818647,0.38848837,0.79097705,80.0
0.7304658,0.29690935,0.81049302,79.0
0.67713124,0.42073133,0.81297225,78.0
0.51739084,0.47167771,0.74502682,82.0
0.58833925,0.53279942,0.80767186,86.0
0.55222558,0.49864498,0.77550604,81.0
0.66012847,0.41466577,0.80106156,77.0
0.67557309,0.40105537,0.80568624,78.0
0.60721074,0.50280099,0.80470557,86.0
0.69101401,0.51028786,0.84868581,85.0
0.7479206,0.4800798,0.86893883,86.0
0.72453366,0.48545719,0.85826078,86.0
0.31642534,0.606308,0.73088212,71.0
0.37711526,0.66284607,0.78999196,79.0
0.28965223,0.61838363,0.72891966,81.0
0.3187787,0.64234267,0.75635621,84.0
0.39199158,0.68387228,0.80779169,84.0
0.58000067,0.42318436,0.75773782,68.0
0.54655283,0.63881382,0.83622115,92.0
0.6953486,0.5481828,0.86235326,86.0
0.71894969,0.50782704,0.86167464,82.0
0.6336625,0.2503754,0.7253844,73.0
0.72285908,0.25530878,0.79361559,81.0
0.5834075,0.48014349,0.78343168,83.0
0.55974204,0.49244476,0.77654477,74.0
0.51048326,0.50921633,0.75975318,75.0
0.50142276,0.50679927,0.75410134,77.0
0.54716709,0.55312604,0.79764076,81.0
0.59488972,0.46045578,0.78142509,78.0
0.63316723,0.46494658,0.80372487,80.0
0.61351167,0.48445741,0.80074881,80.0
0.60864663,0.50743578,0.80723333,82.0
0.53530127,0.54276925,0.78752545,82.0
0.63628279,0.46503841,0.80542526,68.0
0.62858097,0.45658932,0.79816693,72.0
0.61602054,0.4429247,0.78609453,81.0
0.6840187,0.38090722,0.80437826,83.0
0.68489368,0.41578424,0.81590992,86.0
0.53873351,0.45359276,0.74796065,71.0
0.4760089,0.48718548,0.73128975,67.0
0.46887883,0.48430386,0.72610286,81.0
0.49424363,0.49148239,0.74281398,75.0
0.44846748,0.53666712,0.74445685,79.0
0.56224677,0.49710729,0.77985709,84.0
0.47595024,0.5249745,0.751063,84.0
0.55596252,0.58481794,0.81564361,79.0
0.62202488,0.48884054,0.80679444,82.0
0.68151117,0.43941936,0.82146133,86.0
0.65063157,0.47281329,0.81581761,86.0
0.57178148,0.49259004,0.78271766,79.0
0.62204099,0.46573823,0.79807095,77.0
0.59687073,0.45447207,0.78008173,77.0
0.54869595,0.50876948,0.77830568,72.0
0.3819967,0.55701986,0.72623681,72.0
0.3681054,0.55961008,0.72171999,74.0
0.67473696,0.55878681,0.85648966,86.0
0.58320114,0.53848859,0.80764257,86.0
0.51901762,0.42581824,0.72382869,75.0
0.45358828,0.49223132,0.72254924,65.0
0.4612208,0.48530652,0.72269386,69.0
0.44881494,0.48020736,0.71349806,74.0
0.53198913,0.4745765,0.75409609,72.0
0.59338403,0.52179469,0.80555408,77.0
0.68431983,0.46715238,0.83179057,88.0
0.59742865,0.44705459,0.77740002,75.0
0.60841593,0.49935774,0.80395647,81.0
0.70975403,0.46161075,0.84373469,75.0
0.39405639,0.5387111,0.72048494,75.0
0.77967964,0.4449654,0.87771458,88.0
0.5926834,0.38631972,0.75003783,69.0
0.61455415,0.42288784,0.77755451,76.0
0.63353997,0.41952777,0.78728013,80.0
0.710229,0.406154,0.82792065,85.0
0.72114268,0.40639642,0.8344693,87.0
0.58086989,0.62120363,0.84123504,88.0
0.61253178,0.46804119,0.79388287,82.0
0.53832809,0.47386197,0.75709685,75.0
0.64116989,0.41066198,0.78852777,81.0
0.6150121,0.4884364,0.8030542,84.0
0.5271057,0.48812444,0.75793696,73.0
0.58432733,0.39934524,0.75032424,75.0
0.70642081,0.39304633,0.82181103,84.0
0.55476608,0.48450086,0.7704823,77.0
0.49866511,0.53641842,0.76759038,75.0
0.56916605,0.54872547,0.80557561,86.0
0.62993191,0.41870442,0.78488105,79.0
0.70811121,0.39123402,0.82230804,81.0
0.71952767,0.39781406,0.8311035,79.0
0.74048367,0.43071368,0.85226091,91.0
0.55866764,0.50591025,0.7819422,84.0
0.6347283,0.42017196,0.78820522,77.0
0.5912649,0.55932766,0.81988175,79.0
0.62690478,0.43298233,0.78844842,78.0
0.57662044,0.52357,0.79828927,79.0
0.59010422,0.52087631,0.80360922,79.0
0.49784467,0.56551734,0.78182222,83.0
0.56946505,0.57277541,0.81606488,82.0
0.56590463,0.56371729,0.8106117,82.0
0.52848742,0.5026505,0.76549345,71.0
0.58966173,0.45157939,0.77496204,75.0
0.66894008,0.44575295,0.81651102,78.0
0.64860652,0.41598267,0.79478012,85.0
0.67912188,0.41600096,0.81260748,80.0
0.63213229,0.37148018,0.76878786,77.0
0.4945023,0.62914606,0.81253419,80.0
0.58310282,0.47229408,0.78000089,76.0
0.56400086,0.49037464,0.77780379,84.0
0.57162649,0.47132768,0.77353078,72.0
0.57754941,0.56813573,0.81755868,79.0
0.49111148,0.52297522,0.75724756,79.0
0.70521121,0.47338121,0.84475868,90.0
0.65892053,0.46844574,0.81869776,82.0
0.55103034,0.52581982,0.78710749,82.0
0.60028498,0.59259167,0.83715277,86.0
0.56281398,0.58782319,0.81980206,82.0
0.61032493,0.45316955,0.7869138,84.0
0.72644976,0.37624637,0.82937204,79.0
0.62705639,0.48075579,0.80635119,78.0
0.54865455,0.5182487,0.78256375,83.0
0.54468273,0.56278521,0.80092855,82.0
0.54468273,0.56278521,0.80092855,78.0
0.62193576,0.45275514,0.79310629,84.0
0.68679833,0.45893748,0.83053832,79.0
0.66863389,0.40061385,0.80138374,87.0
0.53102957,0.48310067,0.7575895,79.0
0.76969074,0.42289167,0.86708661,88.0
0.3856807,0.67383092,0.79962804,84.0
0.34090732,0.66001627,0.77591921,78.0
0.38071112,0.69790766,0.81291757,79.0
0.41706772,0.68505796,0.81641012,81.0
0.57513259,0.38799231,0.73997788,76.0
0.73912816,0.47119818,0.8620505,85.0
0.44182633,0.50965417,0.72630187,73.0
0.49449094,0.52130405,0.75801486,67.0
0.57896859,0.4823924,0.78207094,81.0
0.58603426,0.61528921,0.84074291,87.0
0.62717544,0.43467983,0.78923476,78.0
0.55629087,0.53987741,0.79583941,80.0
0.61368606,0.47517041,0.79725101,86.0
0.65469584,0.51218749,0.83155631,83.0
0.66064227,0.36886132,0.78581821,78.0
0.65801427,0.51088915,0.83273107,81.0
0.5775012,0.51486309,0.79503024,76.0
0.62520899,0.54999853,0.83134349,82.0
0.54989202,0.55103437,0.79791699,77.0
0.69314767,0.39309575,0.81377002,83.0
0.2803893,0.60818184,0.71804346,72.0
0.32236425,0.61347022,0.7380736,72.0
0.33971949,0.60756618,0.7408836,75.0
0.56506429,0.59100787,0.82211472,78.0
0.53716964,0.58642379,0.80858438,82.0
0.57366045,0.36554187,0.72950541,62.0
0.54109019,0.4114435,0.72990565,76.0
0.62902704,0.53962444,0.82921312,80.0
0.62650996,0.52040204,0.82087494,80.0
0.50767082,0.47895809,0.74347587,77.0
0.50636721,0.43998345,0.72355747,73.0
0.56665847,0.53157184,0.79701062,84.0
0.74670787,0.50826554,0.87544753,84.0
0.69568227,0.51545923,0.85254565,87.0
0.70845281,0.52170445,0.86055428,87.0
0.53564387,0.49362863,0.76486335,80.0
0.52938234,0.48784253,0.75896965,82.0
0.52954044,0.49521008,0.76251676,76.0
0.59479051,0.49287836,0.7945095,84.0
0.54807265,0.45793968,0.75502811,71.0
0.48705758,0.40761521,0.69614071,71.0
0.62357385,0.61526215,0.85517461,88.0
0.40396471,0.47487949,0.68700965,64.0
0.68274695,0.58188683,0.86735232,92.0
0.66724568,0.57094724,0.85723084,84.0
0.62648825,0.50265266,0.81423493,90.0
0.37579424,0.60817434,0.75542017,68.0
0.30357416,0.60736037,0.72655562,66.0
0.31939896,0.60621296,0.73198813,75.0
0.57997347,0.51268301,0.79531393,78.0
0.61987335,0.47702749,0.80120421,82.0
0.68577678,0.43717763,0.82314814,79.0
0.4534244,0.60097013,0.78190001,80.0
0.62147033,0.59431026,0.8464344,84.0
0.5499621,0.5598586,0.80191969,86.0
0.54269533,0.47151205,0.75832,83.0
0.54511298,0.51311894,0.77852413,84.0
0.55876307,0.52073937,0.78853251,76.0
0.54922794,0.52690667,0.78674275,74.0
0.58143647,0.48399742,0.78402014,72.0
0.51934853,0.48405864,0.75201203,84.0
0.7211664,0.42570615,0.83986757,79.0
0.72551123,0.42551206,0.84230951,79.0
0.55848248,0.60862776,0.8272023,78.0
0.46757324,0.573172,0.77274535,75.0
0.65520963,0.47581449,0.81926589,79.0
0.61836567,0.47328708,0.79898826,83.0
0.56670237,0.48722415,0.77781544,79.0
0.62485531,0.5221543,0.82073872,85.0
0.58604164,0.51684539,0.79999411,81.0
0.6281933,0.41232338,0.78149789,82.0
0.52222876,0.40086362,0.71374987,71.0
0.62974316,0.41873331,0.78478203,74.0
0.67292785,0.41816774,0.80969887,78.0
0.43994544,0.44310844,0.68811034,62.0
0.45301531,0.48937559,0.72069627,72.0
0.60038502,0.48709871,0.79503696,78.0
0.63313096,0.4964292,0.81525547,83.0
0.57415587,0.53124098,0.80038172,81.0
0.73455052,0.32805002,0.82163123,79.0
0.69843688,0.34154752,0.80143502,79.0
0.73104329,0.30641612,0.81345596,81.0
0.70065948,0.30791857,0.79283198,83.0
0.72321074,0.41553389,0.83822606,93.0
0.38335332,0.58163084,0.74201405,72.0
0.49632453,0.55545119,0.77609167,76.0
0.46261443,0.59658059,0.78320823,80.0
0.37406027,0.62108601,0.76282268,73.0
0.62823864,0.47051443,0.80315772,79.0
0.57607349,0.49732543,0.78690292,79.0
0.61695753,0.52859909,0.81943343,82.0
0.53631717,0.50181703,0.76900111,72.0
0.53387683,0.55178642,0.79107726,71.0
0.56416763,0.54467533,0.80155477,77.0
0.31272345,0.660351,0.76656721,77.0
0.62733972,0.48439795,0.8078556,79.0
0.58621503,0.48594219,0.7872906,84.0
0.34158939,0.57575701,0.72067391,68.0
0.55254013,0.56839367,0.80687349,82.0
0.68589786,0.38430377,0.80660849,78.0
0.69261385,0.38353359,0.81050677,80.0
0.7133965,0.36538619,0.81811746,80.0
0.51820345,0.47007942,0.74468609,68.0
0.72405747,0.51090711,0.86503847,85.0
0.71044033,0.48511885,0.85091118,85.0
0.69974737,0.48069887,0.84407847,78.0
0.69934033,0.47998602,0.84365277,86.0
0.6716201,0.46765289,0.82518791,74.0
0.71767538,0.33507502,0.81227531,83.0
0.73921688,0.38440486,0.83946318,87.0
0.35374634,0.61413147,0.75063105,78.0
0.62530257,0.44109584,0.79058004,75.0
0.66725483,0.47225333,0.82439484,82.0
0.72220746,0.47764611,0.85489399,83.0
0.72177496,0.54013367,0.87205367,90.0
0.80172162,0.41590266,0.88418612,87.0
0.26135888,0.60032423,0.70478304,72.0
0.2886104,0.69510206,0.78309878,80.0
0.2744515,0.69026698,0.77527367,75.0
0.29231415,0.61405667,0.72687337,71.0
0.30382341,0.61526579,0.73215705,61.0
0.58371426,0.56547213,0.81911224,82.0
0.67593005,0.58142636,0.86435286,79.0
0.58555551,0.53512154,0.80733368,81.0
0.43981203,0.59601276,0.77369121,76.0
0.62834155,0.38949207,0.77309957,82.0
0.6660924,0.42868106,0.80923226,85.0
0.69555037,0.47161115,0.83913221,85.0
0.65414529,0.48195139,0.82083045,72.0
0.70925456,0.4036702,0.82661983,84.0
0.74552712,0.38480132,0.84344862,84.0
0.72212708,0.36626336,0.82390175,80.0
0.6601471,0.35309069,0.78014599,80.0
0.61566797,0.49031874,0.80411317,79.0
0.59855046,0.47570136,0.78952056,83.0
0.69334048,0.44983453,0.83128652,89.0
0.71098028,0.47754806,0.84900109,86.0
0.62938428,0.36076379,0.76308901,74.0
0.64070249,0.36398695,0.7714821,79.0
0.64870834,0.30817839,0.75696884,69.0
0.7461934,0.45272783,0.86109871,84.0
0.73996052,0.42150506,0.84956848,90.0
0.69787104,0.41508157,0.8232792,86.0
0.67279025,0.47638953,0.82866955,78.0
0.72474963,0.52560628,0.86942296,84.0
0.43562733,0.54079747,0.74083864,73.0
0.68423145,0.45275251,0.82719645,78.0
0.61380067,0.44582466,0.78597785,68.0
0.65008144,0.39584284,0.7885942,80.0
0.57334337,0.52555261,0.79757388,79.0
0.71709883,0.32748639,0.80974511,75.0
0.72444686,0.36433489,0.82484048,84.0
0.74671176,0.37444391,0.841554,78.0
0.61569379,0.36947895,0.75768685,78.0
0.50449914,0.46577478,0.73529094,65.0
0.46661981,0.47228293,0.71852617,70.0
0.52159194,0.54779631,0.78366211,78.0
0.3908876,0.6040883,0.75884527,71.0
0.38095033,0.6430372,0.7790223,82.0
0.38099212,0.64376886,0.77949012,75.0
0.50759282,0.53458163,0.77082465,77.0
0.5576225,0.52527318,0.78999154,81.0
0.39428475,0.60817456,0.76266535,76.0
0.3803381,0.63127509,0.77151522,71.0
0.60578894,0.5464916,0.82122197,83.0
0.58618105,0.46353406,0.77800023,81.0
0.52362757,0.6010821,0.80996651,77.0
0.58401191,0.53800851,0.80781705,85.0
0.58200484,0.57346229,0.8217093,85.0
0.69533265,0.47513993,0.84009228,83.0
0.6670163,0.45863923,0.81973569,80.0
0.61423162,0.44996422,0.78781359,79.0
0.54779461,0.58499386,0.81233199,68.0
0.6539904,0.44979904,0.80962519,74.0
0.57728773,0.50306316,0.7899387,78.0
0.55096087,0.41949422,0.73933019,70.0
0.62764277,0.49678436,0.81262402,88.0
0.6737678,0.40372415,0.80547562,79.0
0.65911955,0.39229004,0.79284355,81.0
0.39052333,0.66746901,0.79733012,82.0
0.33402918,0.61953961,0.74662448,74.0
0.29050045,0.65851292,0.75771507,76.0
0.23776457,0.64173439,0.72691726,70.0
0.19552715,0.63484127,0.70623972,79.0
0.18571027,0.65283113,0.71730395,71.0
0.35647199,0.63529617,0.76530287,79.0
0.52725559,0.51312169,0.769831,74.0
0.56338675,0.51253724,0.7871673,81.0
0.58458543,0.49739346,0.79120992,78.0
0.59774409,0.49752473,0.79787636,71.0
0.55717903,0.50345327,0.7801187,75.0
0.54745044,0.52123286,0.78333414,78.0
0.52800461,0.50718039,0.76739142,79.0
0.60311837,0.46250327,0.78667742,77.0
0.63973142,0.52200994,0.8277952,86.0
0.56825295,0.45982645,0.76678166,70.0
0.71030932,0.43591978,0.83659122,83.0
0.40230025,0.6431294,0.78669853,80.0
0.50527898,0.56710152,0.78583602,81.0
0.52039424,0.55316147,0.78569367,85.0
0.61475467,0.5002116,0.80745885,79.0
0.60558082,0.4522719,0.78396553,71.0
0.50632454,0.58564586,0.79544353,78.0
0.61493007,0.5827129,0.83931529,81.0
0.55624104,0.55362143,0.80191551,71.0
0.75142247,0.31946838,0.83083513,83.0
0.50373604,0.60167763,0.80232697,82.0
0.5249091,0.55565301,0.78889479,76.0
0.55322709,0.49977034,0.77651094,76.0
0.59560254,0.58764408,0.83324431,79.0
0.62009199,0.37967255,0.76433263,81.0
0.6226901,0.38869393,0.76934817,80.0
0.66444618,0.3690302,0.78827567,76.0
0.65846649,0.36316025,0.78249788,71.0
0.63559203,0.42694972,0.79117591,77.0
0.66483058,0.46858637,0.8218864,78.0
0.66555434,0.48480266,0.82769449,75.0
0.55070673,0.56958483,0.80661736,84.0
0.53423528,0.55115244,0.79094264,73.0
0.65387506,0.48518281,0.82180893,73.0
0.55408425,0.46233339,0.76024599,79.0
0.57631428,0.51935728,0.79635854,82.0
0.6165407,0.58179841,0.83963671,77.0
0.65541997,0.54026749,0.84158536,88.0
0.60007979,0.53598229,0.81442994,83.0
0.67963572,0.47399379,0.8314864,76.0
0.68219826,0.44970184,0.82511429,82.0
0.64998887,0.40121264,0.79041776,81.0
0.7189537,0.35652964,0.81915503,85.0
0.5498433,0.57549288,0.80890528,77.0
0.57479514,0.51377587,0.79325514,83.0
0.60635083,0.4706661,0.79162815,76.0
0.6991994,0.40134981,0.81992566,82.0
0.59068033,0.52585184,0.80592183,71.0
0.50203429,0.57474133,0.78823577,82.0
0.51159724,0.50365551,0.75758398,73.0
0.56691472,0.51008894,0.78782673,83.0
0.58595832,0.51338104,0.79851947,81.0
0.5953465,0.48980824,0.79354912,81.0
0.6372148,0.49042786,0.81513477,85.0
0.56205097,0.55629796,0.80568112,85.0
0.70731955,0.46110342,0.84227551,84.0
0.61775619,0.54723467,0.82693325,79.0
0.74556647,0.49128959,0.87056702,90.0
0.75310525,0.51226944,0.87958189,96.0
0.49625185,0.58194683,0.78940649,78.0
0.61145172,0.50065123,0.80597889,76.0
0.52820272,0.54252115,0.78416273,77.0
0.51985612,0.49062744,0.75542788,75.0
0.49827024,0.5735587,0.78604171,80.0
0.4596702,0.53137197,0.74678631,74.0
0.52238897,0.43853575,0.73183848,73.0
0.60498447,0.5055991,0.80470396,84.0
0.7122438,0.41983294,0.83305333,84.0
0.78892281,0.39074455,0.87140007,88.0
0.80997944,0.39092186,0.88426263,89.0
0.7838641,0.41812291,0.87423547,88.0
0.71639507,0.37947832,0.82401699,86.0
0.47453862,0.52591771,0.75088807,68.0
0.48787203,0.56887831,0.77921053,75.0
0.62679361,0.50313338,0.8145662,83.0
0.66107406,0.46264631,0.8178769,83.0
0.59517854,0.5429576,0.81497943,77.0
0.65868832,0.45670504,0.81456708,74.0
0.6733726,0.55070228,0.85324706,82.0
0.60950097,0.50520115,0.80678153,90.0
0.67427505,0.46019653,0.82417254,78.0
0.71601094,0.48404499,0.85347443,85.0
0.74567921,0.46785925,0.86466554,86.0
0.63302482,0.35295728,0.76255138,75.0
0.67477776,0.55935458,0.85669231,84.0
0.55170582,0.57172845,0.80800836,81.0
0.60294375,0.58165513,0.83389356,83.0
0.65776217,0.36619146,0.78308674,77.0
0.63226644,0.45464099,0.79945319,76.0
0.58091872,0.43942689,0.7650743,73.0
0.48261488,0.56427273,0.7745612,83.0
0.40824767,0.52430548,0.71850666,76.0
0.40464658,0.67358659,0.80566866,81.0
0.22846013,0.71569261,0.78064551,79.0
0.22013344,0.69326183,0.76078516,77.0
0.23763518,0.70055894,0.77171667,78.0
0.2314626,0.72979841,0.79233997,81.0
0.19356477,0.68182623,0.74341346,76.0
0.29623923,0.65336256,0.75605017,75.0
0.59871235,0.44714385,0.77814565,85.0
0.70395431,0.47909633,0.84578871,81.0
0.72184392,0.48892678,0.85784188,92.0
0.50621291,0.57885284,0.79204297,79.0
0.41322223,0.6043561,0.76784495,78.0
0.55887678,0.58753491,0.81805207,78.0
0.67367734,0.40401401,0.80551627,72.0
0.59153978,0.54388412,0.81369481,83.0
0.62200984,0.48775772,0.80637746,83.0
0.54040793,0.48874598,0.76503171,83.0
0.53049103,0.53729697,0.78275678,76.0
0.67384554,0.46621125,0.82590242,83.0
0.49318748,0.44577751,0.71911311,70.0
0.58147934,0.4496142,0.76965217,72.0
0.34033004,0.65136766,0.77001771,77.0
0.32097806,0.56292231,0.70321466,73.0
0.37831869,0.61922068,0.76327662,73.0
0.67562182,0.46224575,0.82556425,86.0
0.48604646,0.55420333,0.77088122,79.0
0.57919304,0.52069667,0.79830582,78.0
0.69331036,0.45578553,0.83309506,80.0
0.67773714,0.40942026,0.80967808,76.0
0.64940667,0.49127211,0.8216434,89.0
0.54832446,0.45922281,0.75574417,78.0
0.62032802,0.46444642,0.79666531,79.0
0.37263024,0.62902025,0.76725852,79.0
0.32000512,0.69884638,0.79521708,70.0
0.33055617,0.68495679,0.78909627,84.0
0.53239666,0.50391701,0.76802994,71.0
0.55931654,0.47510909,0.76868926,76.0
0.57362289,0.45890875,0.76929108,82.0
0.65688262,0.4862125,0.82371058,76.0
0.58525502,0.4202878,0.75956728,77.0
0.56203568,0.43454031,0.75234883,77.0
0.58401818,0.46400946,0.77703768,70.0
0.45958863,0.49886638,0.72918169,69.0
0.48833874,0.4688014,0.72820625,83.0
0.49724745,0.48398407,0.74057168,75.0
0.60745593,0.43618731,0.77867867,73.0
0.66608339,0.43248639,0.81049778,77.0
0.64305669,0.36693723,0.77403248,77.0
0.7246063,0.33488135,0.81683052,81.0
0.71419883,0.37065673,0.82013295,85.0
0.70700061,0.37415645,0.81662823,80.0
0.64630185,0.47589343,0.81462448,80.0
0.57566866,0.48413253,0.78110126,78.0
0.66339888,0.47952551,0.8248077,85.0
0.69716303,0.49167378,0.84606003,85.0
0.6480819,0.49585675,0.82258286,81.0
0.52575613,0.58741632,0.80433472,87.0
0.61238359,0.55292953,0.82670815,80.0
0.76530826,0.41085139,0.86173169,84.0
0.73581291,0.4729983,0.86077296,91.0
0.38666112,0.59350206,0.750679,74.0
0.36009244,0.62856213,0.7623141,74.0
0.72826516,0.44478152,0.8491278,88.0
0.72756563,0.43448929,0.84593545,86.0
0.6238756,0.5017325,0.81258944,83.0
0.63721552,0.4149579,0.78775581,82.0
0.48776715,0.55469671,0.77190103,83.0
0.54526715,0.46030571,0.75458328,76.0
0.54037757,0.4935801,0.76723805,78.0
0.54063011,0.49029207,0.76585552,83.0
0.56126462,0.4498774,0.75864175,78.0
0.56169784,0.52397265,0.79135619,78.0
0.53589213,0.59607093,0.81253334,82.0
0.26626735,0.61815811,0.71983013,74.0
0.47906705,0.59693758,0.79003151,83.0
0.57658412,0.48255501,0.78090558,83.0
0.46116951,0.55575339,0.76062638,67.0
0.51803075,0.61199916,0.81299553,78.0
0.4833277,0.55735873,0.77129952,75.0
0.39245378,0.58793545,0.74965174,77.0
0.65997333,0.44704281,0.81197981,86.0
0.63610995,0.4384266,0.79564903,85.0
0.60888092,0.41639328,0.77174028,79.0
0.75669582,0.45996829,0.86860803,79.0
0.63430346,0.43773925,0.79438319,78.0
0.72484092,0.49221797,0.86027916,89.0
0.5790518,0.33430085,0.71977515,77.0
0.6012945,0.34147739,0.73744342,71.0
0.58631411,0.33551866,0.72511344,78.0
0.81586882,0.31647752,0.8741422,85.0
0.73479974,0.36175985,0.83073855,92.0
0.68745298,0.3754827,0.80480898,84.0
0.73146032,0.52882402,0.87347055,89.0
0.49488368,0.47421647,0.73441816,77.0
0.50280456,0.53077305,0.7667025,79.0
0.46943168,0.63146792,0.80446855,82.0
0.74247324,0.36463958,0.83637769,83.0
0.50681193,0.5622756,0.78411954,78.0
0.70251747,0.46106722,0.83967691,89.0
0.64984468,0.41979149,0.79683691,78.0
0.61832066,0.41050942,0.77500362,76.0
0.51521315,0.46110698,0.73875175,76.0
0.53674434,0.47245809,0.75561323,73.0
0.63197145,0.55167411,0.83500327,86.0
0.64968695,0.52961807,0.83521907,80.0
0.51125785,0.59859947,0.80381864,79.0
0.64564267,0.44179672,0.80219658,81.0
0.68766434,0.4651763,0.83295549,76.0
0.36155474,0.61368955,0.75336192,64.0
0.34077056,0.60028386,0.73649536,74.0
0.49930263,0.69350228,0.8465374,90.0
0.39037236,0.68635292,0.80879207,78.0
0.45027267,0.6752798,0.82149243,85.0
0.38199845,0.68957529,0.80815705,82.0
0.72608378,0.3383809,0.8187718,86.0
0.5400046,0.58221015,0.80781859,81.0
0.55179295,0.49158173,0.77212335,77.0
0.60261686,0.4750823,0.79140656,73.0
0.61696133,0.56092746,0.83181824,83.0
0.69256882,0.42811114,0.82418353,80.0
0.68449689,0.42216628,0.81769166,77.0
0.47581679,0.59872847,0.7896602,79.0
0.57956478,0.50451112,0.79167903,83.0
0.49935159,0.56642059,0.78292916,75.0
0.51139436,0.6113395,0.81009829,82.0
0.519697,0.61152114,0.81341244,83.0
0.71940962,0.44718909,0.84488657,92.0
0.58188376,0.47487115,0.7804351,76.0
0.45363449,0.60923301,0.7864984,83.0
0.57898144,0.52769726,0.80115178,75.0
0.64949902,0.5518241,0.84291391,87.0
0.50614875,0.62633469,0.81546492,86.0
0.50843853,0.60376822,0.80522773,87.0
0.51198572,0.60097123,0.80526826,80.0
0.53030895,0.6281627,0.82535135,78.0
0.45078875,0.56129468,0.7590581,67.0
0.49224859,0.5172082,0.75486178,80.0
0.65540689,0.51567509,0.83310497,87.0
0.47848821,0.50918147,0.74403235,75.0
0.47452408,0.53462934,0.75545892,77.0
0.5680495,0.49433442,0.7815775,76.0
0.58189134,0.52466821,0.80125966,86.0
0.70251412,0.43892347,0.83308766,82.0
0.64790476,0.43363772,0.80058654,80.0
0.49508426,0.51456469,0.75489607,72.0
0.49942091,0.52164123,0.7605436,71.0
0.52750864,0.61833175,0.81966505,85.0
0.35477973,0.56374219,0.71851762,65.0
0.37686488,0.59444343,0.74728346,66.0
0.2447353,0.66732282,0.74874067,74.0
0.53412147,0.56567178,0.79765581,81.0
0.58913332,0.55653046,0.81779314,76.0
0.33603071,0.63820554,0.75977959,72.0
0.42932738,0.64160765,0.7954753,83.0
0.61975961,0.48163209,0.80289558,80.0
0.54239478,0.54389707,0.79128492,84.0
0.59048062,0.53209022,0.80838188,80.0
0.53331791,0.56180121,0.79550047,79.0
0.61185962,0.50208701,0.80673986,79.0
0.59172377,0.54966692,0.81613971,82.0
0.57845978,0.46856625,0.7759793,79.0
0.61883791,0.53885393,0.8242286,82.0
0.57276194,0.52337607,0.79636812,76.0
0.57848157,0.50401595,0.79093358,81.0
0.59302733,0.48344967,0.78977813,78.0
0.61295426,0.48336997,0.80004055,83.0
0.62161519,0.4212,0.78099087,81.0
0.57420408,0.57560393,0.81929388,83.0
0.52454362,0.59425998,0.80708832,81.0
0.52741328,0.60026888,0.81109238,77.0
0.51566653,0.50004043,0.75785285,70.0
0.65746103,0.50371626,0.83000348,84.0
0.65169252,0.47823173,0.81826421,76.0
0.62938731,0.48642409,0.80966225,88.0
0.59023141,0.50460344,0.79700205,77.0
0.70812023,0.44973806,0.83938967,88.0
0.60367217,0.52789094,0.81289004,79.0
0.58408433,0.56843121,0.82050378,84.0
0.58073125,0.52740875,0.80185726,77.0
0.66439132,0.52772188,0.84149936,83.0
0.7852432,0.49466901,0.89147673,87.0
0.69069787,0.40552984,0.81612911,84.0
0.5968857,0.43342805,0.77160675,82.0
0.56516437,0.51349395,0.78844984,76.0
0.56745112,0.56386741,0.81135134,81.0
0.57408074,0.54624011,0.80673492,84.0
0.38990246,0.55512041,0.72858006,67.0
0.5251385,0.55217788,0.78734652,79.0
0.51084272,0.63275584,0.82035985,84.0
0.49856396,0.62725675,0.8130931,81.0
0.67559942,0.5183106,0.84373968,88.0
0.52254007,0.59482509,0.80654521,77.0
0.44054939,0.57665391,0.76315877,75.0
0.48014095,0.62227959,0.80363863,83.0
0.69988607,0.50205191,0.85055884,86.0
0.65139464,0.48306051,0.81979212,78.0
0.6081451,0.50161008,0.80470347,84.0
0.55016159,0.4996334,0.77491589,76.0
0.65921563,0.44304511,0.81019848,81.0
0.51516516,0.49931404,0.75725,73.0
0.59626797,0.48301674,0.7912773,82.0
0.63075102,0.48308716,0.80913046,74.0
0.62429119,0.52168026,0.82029106,83.0
0.53373603,0.53711891,0.78417522,74.0
0.74317463,0.49686756,0.87078282,86.0
0.61271722,0.56842862,0.83285984,86.0
0.58295332,0.44158322,0.76711414,74.0
0.72133732,0.50575871,0.8622734,86.0
0.57710751,0.52642182,0.79972734,80.0
0.45163021,0.5486642,0.75250108,78.0
0.66874922,0.45422892,0.8192129,81.0
