theta,q,y_rep
0.53790563,0.76895282,78.0
0.58872773,0.79436386,74.0
0.64677132,0.82338566,84.0
0.58853878,0.79426939,82.0
0.56535331,0.78267666,80.0
0.58505508,0.79252754,85.0
0.61545708,0.80772854,77.0
0.58414793,0.79207397,77.0
0.58414793,0.79207397,82.0
0.72096691,0.86048346,89.0
0.6360388,0.8180194,85.0
0.63248051,0.81624025,80.0
0.6275659,0.81378295,76.0
0.63374225,0.81687113,74.0
0.73916857,0.86958428,94.0
0.71202808,0.85601404,86.0
0.46971111,0.73485555,80.0
0.49125694,0.74562847,76.0
0.50745043,0.75372522,77.0
0.50834664,0.75417332,80.0
0.50154108,0.75077054,74.0
0.54218335,0.77109168,78.0
0.60517932,0.80258966,77.0
0.60588959,0.80294479,77.0
0.58785248,0.79392624,80.0
0.61320435,0.80660218,83.0
0.61255328,0.80627664,77.0
0.58500024,0.79250012,83.0
0.64599124,0.82299562,81.0
0.56920711,0.78460355,83.0
0.61838039,0.8091902,79.0
0.66207865,0.83103933,84.0
0.66563232,0.83281616,89.0
0.49043092,0.74521546,73.0
0.48512195,0.74256097,80.0
0.56853063,0.78426531,81.0
0.59802637,0.79901319,77.0
0.6130576,0.8065288,77.0
0.56944778,0.78472389,85.0
0.56305866,0.78152933,76.0
0.42503213,0.71251607,73.0
0.47478033,0.73739016,75.0
0.45024671,0.72512335,68.0
0.54034162,0.77017081,78.0
0.59441157,0.79720578,76.0
0.65185261,0.82592631,85.0
0.6441339,0.82206695,78.0
0.64792252,0.82396126,91.0
0.57360788,0.78680394,80.0
0.51413041,0.7570652,80.0
0.63542813,0.81771407,78.0
0.64047466,0.82023733,85.0
0.58064895,0.79032448,85.0
0.68434099,0.84217049,86.0
0.67173782,0.83586891,82.0
0.63426256,0.81713128,74.0
0.64531963,0.82265982,84.0
0.65179276,0.82589638,85.0
0.60423086,0.80211543,79.0
0.60221864,0.80110932,77.0
0.57906601,0.78953301,82.0
0.52328414,0.76164207,76.0
0.52976539,0.76488269,85.0
0.53893013,0.76946506,82.0
0.65483576,0.82741788,87.0
0.66494703,0.83247352,81.0
0.66835456,0.83417728,83.0
0.68796656,0.84398328,87.0
0.71367885,0.85683943,91.0
0.73283084,0.86641542,92.0
0.72686458,0.86343229,90.0
0.54533135,0.77266568,74.0
0.54088906,0.77044453,79.0
0.53724665,0.76862333,77.0
0.61967565,0.80983782,90.0
0.62232591,0.81116296,85.0
0.54506347,0.77253173,79.0
0.47434455,0.73717227,78.0
0.5086028,0.7543014,77.0
0.52406626,0.76203313,72.0
0.66728041,0.8336402,85.0
0.65774002,0.82887001,74.0
0.54878625,0.77439312,80.0
0.54779496,0.77389748,70.0
0.56566731,0.78283365,75.0
0.5654336,0.7827168,78.0
0.62089184,0.81044592,85.0
0.55018313,0.77509156,74.0
0.55099975,0.77549987,77.0
0.57912981,0.7895649,80.0
0.60821306,0.80410653,76.0
0.63179324,0.81589662,78.0
0.51797796,0.75898898,77.0
0.59694675,0.79847337,82.0
0.60016063,0.80008032,80.0
0.64161278,0.82080639,89.0
0.61527459,0.8076373,78.0
0.59729436,0.79864718,75.0
0.5486842,0.7743421,75.0
0.62738151,0.81369076,87.0
0.71383074,0.85691537,78.0
0.73079069,0.86539535,88.0
0.62042449,0.81021224,86.0
0.71327878,0.85663939,87.0
0.63909057,0.81954529,85.0
0.62622231,0.81311115,83.0
0.63381608,0.81690804,78.0
0.63781721,0.81890861,85.0
0.59100414,0.79550207,83.0
0.59938214,0.79969107,82.0
0.62482364,0.81241182,72.0
0.55840807,0.77920404,82.0
0.49456003,0.74728002,76.0
0.71512961,0.85756481,86.0
0.61890951,0.80945475,76.0
0.56985403,0.78492701,73.0
0.62007538,0.81003769,76.0
0.6686139,0.83430695,81.0
0.58826954,0.79413477,79.0
0.49035004,0.74517502,77.0
0.49884399,0.749422,77.0
0.59714078,0.79857039,82.0
0.41222287,0.70611144,67.0
0.42044957,0.71022478,75.0
0.70828826,0.85414413,90.0
0.61489239,0.8074462,78.0
0.57165192,0.78582596,82.0
0.60388619,0.8019431,80.0
0.57880204,0.78940102,84.0
0.59199758,0.79599879,80.0
0.61028172,0.80514086,84.0
0.58688046,0.79344023,79.0
0.69149332,0.84574666,81.0
0.68243657,0.84121828,84.0
0.70498086,0.85249043,89.0
0.65334277,0.82667138,80.0
0.63673387,0.81836694,87.0
0.63009425,0.81504713,87.0
0.62517567,0.81258784,79.0
0.63138924,0.81569462,88.0
0.63619096,0.81809548,80.0
0.62459222,0.81229611,78.0
0.6261356,0.8130678,81.0
0.70524232,0.85262116,83.0
0.70913277,0.85456639,89.0
0.70141166,0.85070583,81.0
0.75049306,0.87524653,88.0
0.748557,0.8742785,91.0
0.69618876,0.84809438,89.0
0.67285383,0.83642691,84.0
0.4629205,0.73146025,75.0
0.48098851,0.74049426,77.0
0.58232853,0.79116427,83.0
0.58960905,0.79480452,90.0
0.62260453,0.81130227,84.0
0.6198585,0.80992925,82.0
0.57668707,0.78834353,79.0
0.66870306,0.83435153,86.0
0.53592441,0.7679622,85.0
0.56840339,0.78420169,75.0
0.55357788,0.77678894,79.0
0.64848831,0.82424416,77.0
0.66834094,0.83417047,86.0
0.67149765,0.83574882,84.0
0.44751488,0.72375744,74.0
0.41769397,0.70884698,70.0
0.44744006,0.72372003,75.0
0.57459933,0.78729966,79.0
0.51797255,0.75898627,71.0
0.56327791,0.78163895,78.0
0.64580687,0.82290344,83.0
0.56704624,0.78352312,74.0
0.5969754,0.7984877,82.0
0.61460533,0.80730267,76.0
0.57414197,0.78707098,81.0
0.46683363,0.73341682,72.0
0.49324107,0.74662054,73.0
0.67199067,0.83599533,79.0
0.66725274,0.83362637,83.0
0.67026559,0.83513279,82.0
0.52973284,0.76486642,80.0
0.58418317,0.79209159,85.0
0.58597576,0.79298788,74.0
0.71540763,0.85770382,86.0
0.70718992,0.85359496,80.0
0.48667356,0.74333678,71.0
0.48036094,0.74018047,76.0
0.62073138,0.81036569,79.0
0.61823432,0.80911716,81.0
0.57365994,0.78682997,78.0
0.65213975,0.82606987,82.0
0.67155312,0.83577656,83.0
0.62988817,0.81494408,76.0
0.50123226,0.75061613,74.0
0.48579575,0.74289787,73.0
0.62333422,0.81166711,88.0
0.57888823,0.78944411,77.0
0.55633554,0.77816777,81.0
0.47276103,0.73638051,80.0
0.49858699,0.74929349,78.0
0.51180609,0.75590304,83.0
0.68152207,0.84076103,81.0
0.68989107,0.84494554,84.0
0.59617942,0.79808971,76.0
0.50496773,0.75248386,79.0
0.55895573,0.77947786,83.0
0.6407843,0.82039215,81.0
0.54544587,0.77272294,84.0
0.61748019,0.80874009,75.0
0.60523111,0.80261556,81.0
0.60674257,0.80337128,80.0
0.65548704,0.82774352,81.0
0.5554477,0.77772385,73.0
0.63813882,0.81906941,89.0
0.53765782,0.76882891,74.0
0.53317154,0.76658577,78.0
0.75647693,0.87823847,83.0
0.65739239,0.8286962,79.0
0.62223319,0.81111659,75.0
0.58561467,0.79280733,81.0
0.58585402,0.79292701,76.0
0.55035022,0.77517511,74.0
0.53765244,0.76882622,77.0
0.63268648,0.81634324,85.0
0.5167698,0.7583849,73.0
0.56734901,0.78367451,77.0
0.57352437,0.78676219,76.0
0.43970426,0.71985213,74.0
0.44526073,0.72263037,75.0
0.54784439,0.77392219,82.0
0.63255566,0.81627783,82.0
0.58683209,0.79341604,77.0
0.43534225,0.71767112,84.0
0.4599815,0.72999075,64.0
0.47926728,0.73963364,72.0
0.64984711,0.82492356,87.0
0.61242408,0.80621204,82.0
0.7062003,0.85310015,85.0
0.455714,0.727857,65.0
0.48130027,0.74065013,71.0
0.50574197,0.75287099,82.0
0.50257481,0.7512874,85.0
0.63409154,0.81704577,80.0
0.63006857,0.81503428,86.0
0.6021821,0.80109105,80.0
0.60362019,0.80181009,85.0
0.64276231,0.82138115,79.0
0.6574644,0.8287322,83.0
0.67534881,0.83767441,85.0
0.6577313,0.82886565,81.0
0.58411095,0.79205547,75.0
0.54047469,0.77023735,76.0
0.58451571,0.79225785,85.0
0.68018275,0.84009138,89.0
0.50018968,0.75009484,75.0
0.70828914,0.85414457,86.0
0.72624814,0.86312407,88.0
0.72926345,0.86463172,89.0
0.71027681,0.85513841,82.0
0.75211688,0.87605844,84.0
0.72985486,0.86492743,83.0
0.77227845,0.88613923,86.0
0.72477989,0.86238995,84.0
0.76306072,0.88153036,85.0
0.73864008,0.86932004,83.0
0.64860571,0.82430286,84.0
0.64812988,0.82406494,84.0
0.62879529,0.81439764,82.0
0.68472813,0.84236406,84.0
0.69076452,0.84538226,84.0
0.66723894,0.83361947,82.0
0.59562693,0.79781347,76.0
0.52146194,0.76073097,69.0
0.63558497,0.81779249,79.0
0.56881596,0.78440798,79.0
0.56881596,0.78440798,78.0
0.58088481,0.7904424,75.0
0.64070416,0.82035208,77.0
0.6431084,0.8215542,83.0
0.60913375,0.80456687,73.0
0.54854681,0.77427341,77.0
0.6181539,0.80907695,75.0
0.60895471,0.80447736,83.0
0.55189654,0.77594827,70.0
0.5797352,0.7898676,78.0
0.45441052,0.72720526,70.0
0.70371016,0.85185508,84.0
0.59696144,0.79848072,77.0
0.55491381,0.7774569,78.0
0.50449951,0.75224975,80.0
0.57553424,0.78776712,81.0
0.60090609,0.80045304,70.0
0.56512873,0.78256437,78.0
0.75945163,0.87972581,86.0
0.74874501,0.87437251,88.0
0.74139532,0.87069766,94.0
0.71928475,0.85964238,87.0
0.69348135,0.84674068,87.0
0.68516539,0.8425827,81.0
0.43481352,0.71740676,76.0
0.72914923,0.86457461,88.0
0.75320422,0.87660211,90.0
0.79409011,0.89704506,94.0
0.54591516,0.77295758,78.0
0.63592663,0.81796332,75.0
0.58021984,0.79010992,82.0
0.55229974,0.77614987,70.0
0.59197026,0.79598513,77.0
0.64357823,0.82178912,82.0
0.65217307,0.82608653,82.0
0.65455478,0.82727739,89.0
0.52154845,0.76077422,71.0
0.53513372,0.76756686,79.0
0.57833177,0.78916588,82.0
0.61013796,0.80506898,76.0
0.71551335,0.85775668,89.0
0.76031394,0.88015697,87.0
0.73715096,0.86857548,91.0
0.49933606,0.74966803,76.0
0.52180393,0.76090196,79.0
0.54234808,0.77117404,79.0
0.6128684,0.8064342,83.0
0.63163118,0.81581559,87.0
0.61270835,0.80635417,83.0
0.55934247,0.77967124,83.0
0.55141277,0.77570639,74.0
0.62690027,0.81345013,82.0
0.63411714,0.81705857,82.0
0.76364128,0.88182064,93.0
0.62887056,0.81443528,76.0
0.49910539,0.7495527,80.0
0.4868073,0.74340365,74.0
0.48631221,0.74315611,73.0
0.68863347,0.84431674,88.0
0.68920626,0.84460313,85.0
0.66430208,0.83215104,83.0
0.69106265,0.84553132,84.0
0.67379503,0.83689751,88.0
0.50433482,0.75216741,74.0
0.58167871,0.79083935,76.0
0.60786882,0.80393441,76.0
0.61172262,0.80586131,82.0
0.59234064,0.79617032,76.0
0.63094997,0.81547499,86.0
0.58176558,0.79088279,74.0
0.7319029,0.86595145,84.0
0.60282209,0.80141105,77.0
0.59148274,0.79574137,89.0
0.61376421,0.80688211,90.0
0.54475441,0.7723772,80.0
0.59739646,0.79869823,77.0
0.69020622,0.84510311,89.0
0.67696425,0.83848212,88.0
0.66196316,0.83098158,84.0
0.60176367,0.80088183,83.0
0.70458371,0.85229186,87.0
0.69473494,0.84736747,87.0
0.72246095,0.86123047,86.0
0.55250035,0.77625017,85.0
0.6855146,0.8427573,84.0
0.63875258,0.81937629,82.0
0.65334859,0.8266743,82.0
0.49703935,0.74851967,82.0
0.47029816,0.73514908,70.0
0.47191768,0.73595884,75.0
0.59812782,0.79906391,83.0
0.50799041,0.75399521,75.0
0.51604448,0.75802224,76.0
0.68620246,0.84310123,77.0
0.6420563,0.82102815,88.0
0.55357264,0.77678632,78.0
0.53859751,0.76929876,79.0
0.5182892,0.7591446,69.0
0.53346265,0.76673133,86.0
0.65134604,0.82567302,88.0
0.6012123,0.80060615,81.0
0.58004076,0.79002038,85.0
0.65405776,0.82702888,75.0
0.47254769,0.73627385,74.0
0.54065628,0.77032814,79.0
0.55002606,0.77501303,77.0
0.65289026,0.82644513,86.0
0.7779733,0.88898665,88.0
0.75829258,0.87914629,84.0
0.6384111,0.81920555,83.0
0.63431775,0.81715887,81.0
0.59824133,0.79912067,76.0
0.66493118,0.83246559,88.0
0.65624218,0.82812109,84.0
0.64976502,0.82488251,80.0
0.52613607,0.76306804,77.0
0.4908396,0.7454198,75.0
0.41977593,0.70988796,78.0
0.42872435,0.71436217,68.0
0.41750594,0.70875297,70.0
0.42238804,0.71119402,67.0
0.42990937,0.71495469,72.0
0.47807027,0.73903513,64.0
0.49259419,0.74629709,67.0
0.67620016,0.83810008,84.0
0.55810983,0.77905492,80.0
0.60089881,0.8004494,82.0
0.57799167,0.78899584,80.0
0.60205477,0.80102739,79.0
0.60440768,0.80220384,78.0
0.63917184,0.81958592,81.0
0.60503371,0.80251686,84.0
0.60238975,0.80119488,85.0
0.58741524,0.79370762,76.0
0.49231324,0.74615662,76.0
0.55365209,0.77682605,77.0
0.56443419,0.78221709,79.0
0.59560828,0.79780414,80.0
0.52987774,0.76493887,69.0
0.46003026,0.73001513,67.0
0.57645336,0.78822668,81.0
0.60677611,0.80338805,78.0
0.57596924,0.78798462,79.0
0.62513128,0.81256564,90.0
0.52128065,0.76064033,76.0
0.63883823,0.81941911,84.0
0.65519179,0.82759589,87.0
0.62807827,0.81403913,77.0
0.59491023,0.79745511,76.0
0.59710618,0.79855309,78.0
0.65408556,0.82704278,84.0
0.52707859,0.76353929,78.0
0.58324093,0.79162046,79.0
0.56967332,0.78483666,74.0
0.63174914,0.81587457,84.0
0.62743797,0.81371899,76.0
0.5495188,0.7747594,73.0
0.68403079,0.8420154,83.0
0.67213298,0.83606649,83.0
0.56052615,0.78026307,77.0
0.5520477,0.77602385,81.0
0.65000047,0.82500024,91.0
0.61705883,0.80852941,82.0
0.6238876,0.8119438,81.0
0.57476047,0.78738023,78.0
0.64935692,0.82467846,88.0
0.53363234,0.76681617,73.0
0.52486476,0.76243238,70.0
0.65957175,0.82978587,81.0
0.6473679,0.82368395,84.0
0.55286214,0.77643107,76.0
0.60408387,0.80204194,77.0
0.50858104,0.75429052,75.0
0.52946466,0.76473233,70.0
0.52869251,0.76434626,71.0
0.6283005,0.81415025,76.0
0.54980098,0.77490049,74.0
0.62185959,0.81092979,81.0
0.65827354,0.82913677,85.0
0.67997256,0.83998628,82.0
0.70045728,0.85022864,84.0
0.69533497,0.84766749,89.0
0.67054284,0.83527142,88.0
0.6936165,0.84680825,82.0
0.72646619,0.8632331,82.0
0.56611688,0.78305844,75.0
0.56109109,0.78054555,79.0
0.60908712,0.80454356,79.0
0.61250121,0.8062506,81.0
0.56120265,0.78060133,77.0
0.61012202,0.80506101,76.0
0.5182279,0.75911395,75.0
0.69680674,0.84840337,84.0
0.67918585,0.83959292,80.0
0.6742159,0.83710795,86.0
0.67562743,0.83781372,87.0
0.60084215,0.80042107,84.0
0.52509948,0.76254974,77.0
0.52828415,0.76414208,68.0
0.52460192,0.76230096,76.0
0.60907652,0.80453826,81.0
0.57437633,0.78718817,83.0
0.61361848,0.80680924,81.0
0.61296283,0.80648141,82.0
0.58681233,0.79340616,79.0
0.58844575,0.79422288,77.0
0.64864762,0.82432381,85.0
0.72440631,0.86220316,81.0
0.64501025,0.82250513,79.0
0.63529179,0.81764589,72.0
0.6888916,0.8444458,85.0
0.69537581,0.8476879,90.0
0.61196962,0.80598481,80.0
0.51614096,0.75807048,72.0
0.54346697,0.77173349,86.0
0.52647339,0.7632367,74.0
0.61507147,0.80753574,84.0
0.56978691,0.78489345,81.0
0.61256628,0.80628314,82.0
0.51115462,0.75557731,78.0
0.49863394,0.74931697,76.0
0.67931768,0.83965884,83.0
0.65566232,0.82783116,85.0
0.61110536,0.80555268,80.0
0.66336581,0.8316829,83.0
0.53215652,0.76607826,80.0
0.54249299,0.77124649,75.0
0.63886132,0.81943066,88.0
0.49100507,0.74550253,64.0
0.44958595,0.72479297,73.0
0.47605959,0.73802979,78.0
0.58574517,0.79287258,77.0
0.61673282,0.80836641,84.0
0.58876324,0.79438162,78.0
0.68118263,0.84059131,86.0
0.65663918,0.82831959,75.0
0.61533032,0.80766516,86.0
0.58103697,0.79051849,78.0
0.57190671,0.78595335,79.0
0.57060498,0.78530249,82.0
0.57599367,0.78799684,81.0
0.68316311,0.84158156,77.0
0.56253839,0.7812692,71.0
0.56111983,0.78055991,77.0
0.61091531,0.80545765,80.0
0.66416527,0.83208263,79.0
0.6374116,0.8187058,86.0
0.6252147,0.81260735,80.0
0.61758081,0.80879041,78.0
0.62622222,0.81311111,72.0
0.57044127,0.78522064,75.0
0.62916246,0.81458123,85.0
0.64194824,0.82097412,84.0
0.60039471,0.80019735,79.0
0.65739411,0.82869705,73.0
0.65572683,0.82786341,84.0
0.64423426,0.82211713,90.0
0.58814589,0.79407295,84.0
0.49744624,0.74872312,78.0
0.49744624,0.74872312,72.0
0.53685508,0.76842754,74.0
0.60271551,0.80135776,74.0
0.59865673,0.79932836,81.0
0.564741,0.7823705,76.0
0.50356562,0.75178281,80.0
0.49351764,0.74675882,73.0
0.53644944,0.76822472,84.0
0.48298115,0.74149058,85.0
0.61638668,0.80819334,77.0
0.59986181,0.7999309,85.0
0.54626584,0.77313292,80.0
0.49448231,0.74724116,78.0
0.46032803,0.73016402,73.0
0.44218667,0.72109333,70.0
0.4235315,0.71176575,68.0
0.46550294,0.73275147,66.0
0.49356971,0.74678486,70.0
0.58653962,0.79326981,80.0
0.56551364,0.78275682,78.0
0.55527607,0.77763803,81.0
0.66874429,0.83437214,84.0
0.69578371,0.84789185,87.0
0.71048443,0.85524222,89.0
0.69092508,0.84546254,82.0
0.67427123,0.83713561,88.0
0.59532077,0.79766039,77.0
0.58735357,0.79367679,78.0
0.59930411,0.79965205,74.0
0.58088921,0.79044461,82.0
0.64302209,0.82151105,80.0
0.63368294,0.81684147,87.0
0.6069906,0.8034953,77.0
0.58405642,0.79202821,80.0
0.56996861,0.78498431,72.0
0.58484307,0.79242153,69.0
0.62343659,0.8117183,81.0
0.59757644,0.79878822,86.0
0.65487099,0.8274355,79.0
0.64610459,0.8230523,84.0
0.56839033,0.78419516,78.0
0.59465158,0.79732579,83.0
0.59277998,0.79638999,75.0
0.67024002,0.83512001,89.0
0.44507031,0.72253516,69.0
0.4293711,0.71468555,77.0
0.41843037,0.70921519,72.0
0.43449301,0.71724651,67.0
0.38781479,0.6939074,69.0
0.36342121,0.68171061,67.0
0.36826134,0.68413067,74.0
0.46242453,0.73121226,72.0
0.50426618,0.75213309,70.0
0.63646316,0.81823158,79.0
0.61703186,0.80851593,78.0
0.57261837,0.78630919,74.0
0.60941828,0.80470914,81.0
0.5883334,0.7941667,83.0
0.64380599,0.821903,77.0
0.54245481,0.7712274,78.0
0.54631389,0.77315694,79.0
0.59876862,0.79938431,86.0
0.55992109,0.77996054,80.0
0.62863559,0.8143178,83.0
0.6361343,0.81806715,81.0
0.57212314,0.78606157,69.0
0.6107809,0.80539045,83.0
0.56076864,0.78038432,78.0
0.57522173,0.78761086,82.0
0.61189025,0.80594513,81.0
0.60612166,0.80306083,87.0
0.64472745,0.82236373,79.0
0.52625492,0.76312746,85.0
0.65449672,0.82724836,77.0
0.55191409,0.77595705,81.0
0.59301645,0.79650823,79.0
0.58306942,0.79153471,78.0
0.49044514,0.74522257,75.0
0.51841896,0.75920948,83.0
0.5139222,0.7569611,71.0
0.60399969,0.80199984,84.0
0.53051389,0.76525694,74.0
0.61928023,0.80964011,79.0
0.57911632,0.78955816,82.0
0.55099299,0.7754965,83.0
0.6825365,0.84126825,83.0
0.55000631,0.77500316,71.0
0.58513166,0.79256583,78.0
0.5931209,0.79656045,75.0
0.586783,0.7933915,67.0
0.53465994,0.76732997,81.0
0.59451073,0.79725537,83.0
0.60315402,0.80157701,80.0
0.62354388,0.81177194,79.0
0.50887394,0.75443697,75.0
0.56961634,0.78480817,84.0
0.60917516,0.80458758,83.0
0.6527358,0.8263679,84.0
0.65044507,0.82522254,76.0
0.55584842,0.77792421,73.0
0.64340768,0.82170384,79.0
0.57052472,0.78526236,79.0
0.58340079,0.79170039,78.0
0.49176872,0.74588436,74.0
0.61679684,0.80839842,80.0
0.61434945,0.80717473,84.0
0.70174221,0.8508711,86.0
0.70572105,0.85286053,87.0
0.59913517,0.79956759,76.0
0.64936452,0.82468226,84.0
0.64580481,0.82290241,80.0
0.63452927,0.81726463,85.0
0.56527702,0.78263851,81.0
0.68024331,0.84012166,84.0
0.70394001,0.85197,86.0
0.68633697,0.84316848,87.0
0.66799921,0.83399961,76.0
0.57036273,0.78518136,83.0
0.67445172,0.83722586,78.0
0.58062877,0.79031439,82.0
0.56987244,0.78493622,72.0
0.5665261,0.78326305,77.0
0.55341871,0.77670935,82.0
0.58213983,0.79106991,84.0
0.39054317,0.69527158,79.0
0.71433105,0.85716552,89.0
0.72142525,0.86071263,90.0
0.70312367,0.85156184,88.0
0.42436523,0.71218262,69.0
0.48750462,0.74375231,71.0
0.49983934,0.74991967,74.0
0.59736994,0.79868497,80.0
0.64042533,0.82021266,81.0
0.54205977,0.77102988,82.0
0.60298818,0.80149409,89.0
0.61589304,0.80794652,75.0
0.49817213,0.74908607,80.0
0.61382681,0.8069134,87.0
0.58205815,0.79102908,84.0
0.65079447,0.82539723,86.0
0.58181353,0.79090676,77.0
0.59851256,0.79925628,83.0
0.62473086,0.81236543,81.0
0.56371065,0.78185532,77.0
0.45578798,0.72789399,70.0
0.43047046,0.71523523,75.0
0.41954159,0.7097708,68.0
0.41759319,0.70879659,74.0
0.42979186,0.71489593,86.0
0.42130935,0.71065467,73.0
0.40670578,0.70335289,73.0
0.5592601,0.77963005,75.0
0.62189692,0.81094846,85.0
0.58099526,0.79049763,74.0
0.62642867,0.81321434,82.0
0.51771824,0.75885912,75.0
0.52975506,0.76487753,74.0
0.63221246,0.81610623,86.0
0.50779416,0.75389708,75.0
0.51414515,0.75707257,78.0
0.54207679,0.7710384,79.0
0.63909615,0.81954808,86.0
0.57071175,0.78535588,78.0
0.5980204,0.7990102,83.0
0.47808103,0.73904052,77.0
0.60216645,0.80108323,77.0
0.56261669,0.78130835,79.0
0.55107166,0.77553583,76.0
0.64529612,0.82264806,81.0
0.56078689,0.78039344,62.0
0.55131098,0.77565549,78.0
0.56338673,0.78169336,80.0
0.64058706,0.82029353,85.0
0.58893562,0.79446781,76.0
0.47569967,0.73784984,73.0
0.50199643,0.75099821,79.0
0.51101422,0.75550711,80.0
0.65645134,0.82822567,83.0
0.65660035,0.82830017,83.0
0.66440385,0.83220193,84.0
0.68655697,0.84327849,85.0
0.66622599,0.83311299,83.0
0.5762668,0.7881334,83.0
0.61006144,0.80503072,80.0
0.61326171,0.80663086,83.0
0.61848322,0.80924161,86.0
0.68965802,0.84482901,80.0
0.68437822,0.84218911,86.0
0.7047023,0.85235115,85.0
0.68904188,0.84452094,82.0
0.67513938,0.83756969,89.0
0.65183694,0.82591847,83.0
0.58445623,0.79222812,84.0
0.56471662,0.78235831,75.0
0.64382233,0.82191116,83.0
0.65174729,0.82587365,84.0
0.66704927,0.83352463,88.0
0.6716181,0.83580905,83.0
0.69501478,0.84750739,87.0
0.69008985,0.84504492,83.0
0.60234215,0.80117107,74.0
0.65122411,0.82561205,79.0
0.6478861,0.82394305,82.0
0.51190795,0.75595397,67.0
0.53474773,0.76737387,68.0
0.64906089,0.82453045,76.0
0.64905887,0.82452944,80.0
0.64509372,0.82254686,81.0
0.633407,0.8167035,81.0
0.70564031,0.85282016,79.0
0.72621461,0.86310731,86.0
0.69076061,0.8453803,81.0
0.67733223,0.83866612,81.0
0.69219584,0.84609792,86.0
0.71512197,0.85756099,84.0
0.60049967,0.80024984,81.0
0.60062355,0.80031177,78.0
0.68586959,0.84293479,86.0
0.57459621,0.78729811,76.0
0.68463336,0.84231668,84.0
0.60928978,0.80464489,80.0
0.60982307,0.80491153,78.0
0.63553845,0.81776922,85.0
0.60093149,0.80046574,74.0
0.60023659,0.8001183,81.0
0.60093577,0.80046789,78.0
0.59485939,0.79742969,84.0
0.64317639,0.8215882,78.0
0.64524297,0.82262149,80.0
0.61093304,0.80546652,82.0
0.65897876,0.82948938,79.0
0.51748592,0.75874296,78.0
0.4892277,0.74461385,78.0
0.54065896,0.77032948,83.0
0.54347802,0.77173901,66.0
0.6108864,0.8054432,77.0
0.55844381,0.77922191,83.0
0.61906797,0.80953399,80.0
0.61885246,0.80942623,77.0
0.65506064,0.82753032,84.0
0.51976059,0.7598803,75.0
0.60758684,0.80379342,83.0
0.64426447,0.82213224,80.0
0.56023096,0.78011548,72.0
0.55981289,0.77990644,85.0
0.66251821,0.8312591,76.0
0.59846372,0.79923186,82.0
0.58830527,0.79415263,84.0
0.28768855,0.64384427,64.0
0.4848455,0.74242275,65.0
0.49401589,0.74700794,75.0
0.49887096,0.74943548,77.0
0.62104063,0.81052031,80.0
0.56639887,0.78319944,77.0
0.56767181,0.7838359,80.0
0.65630963,0.82815481,74.0
0.66141257,0.83070628,84.0
0.63057732,0.81528866,84.0
0.57486,0.78743,78.0
0.50741909,0.75370955,83.0
0.52104502,0.76052251,74.0
0.51432574,0.75716287,76.0
0.48568876,0.74284438,64.0
0.46184291,0.73092145,70.0
0.46942348,0.73471174,72.0
0.45183452,0.72591726,76.0
0.57194996,0.78597498,80.0
0.63952009,0.81976004,85.0
0.58554321,0.79277161,83.0
0.64019566,0.82009783,83.0
0.5808663,0.79043315,76.0
0.54957621,0.77478811,77.0
0.54111557,0.77055779,78.0
0.55398983,0.77699492,75.0
0.52313781,0.7615689,79.0
0.54040522,0.77020261,70.0
0.60048372,0.80024186,84.0
0.56042595,0.78021298,78.0
0.60367413,0.80183707,80.0
0.52678058,0.76339029,83.0
0.58491712,0.79245856,87.0
0.46976709,0.73488355,69.0
0.57899415,0.78949707,78.0
0.5135829,0.75679145,77.0
0.49332591,0.74666296,86.0
0.49262642,0.74631321,67.0
0.67585567,0.83792783,79.0
0.59599437,0.79799719,86.0
0.45537599,0.72768799,76.0
0.46988411,0.73494206,75.0
0.51966036,0.75983018,78.0
0.52813459,0.7640673,72.0
0.59520364,0.79760182,83.0
0.54885103,0.77442552,77.0
0.57299008,0.78649504,79.0
0.46049175,0.73024588,69.0
0.59860836,0.79930418,69.0
0.56857445,0.78428723,78.0
0.58974814,0.79487407,82.0
0.51384569,0.75692285,74.0
0.5885022,0.7942511,83.0
0.55846021,0.7792301,78.0
0.55885104,0.77942552,82.0
0.66762792,0.83381396,85.0
0.69510341,0.84755171,89.0
0.6714295,0.83571475,86.0
0.56927751,0.78463876,84.0
0.58268431,0.79134216,78.0
0.49617677,0.74808839,79.0
0.48122839,0.74061419,76.0
0.50686672,0.75343336,74.0
0.56320497,0.78160249,83.0
0.50108184,0.75054092,71.0
0.57435403,0.78717702,83.0
0.57765227,0.78882613,76.0
0.57293122,0.78646561,83.0
0.64322873,0.82161437,81.0
0.64327462,0.82163731,87.0
0.51827827,0.75913913,76.0
0.50511449,0.75255725,73.0
0.49286709,0.74643354,75.0
0.54318447,0.77159223,87.0
0.65825985,0.82912993,81.0
0.66420359,0.83210179,83.0
0.5839171,0.79195855,76.0
0.61032407,0.80516204,77.0
0.38706609,0.69353305,74.0
0.42265277,0.71132639,67.0
0.56606403,0.78303201,77.0
0.56723456,0.78361728,76.0
0.55928473,0.77964237,69.0
0.59529856,0.79764928,74.0
0.60321293,0.80160646,76.0
0.61973998,0.80986999,81.0
0.55263762,0.77631881,75.0
0.526527,0.7632635,78.0
0.65775584,0.82887792,86.0
0.58290959,0.79145479,82.0
0.66530071,0.83265035,82.0
0.57099407,0.78549704,76.0
0.63841408,0.81920704,72.0
