theta,q,y_rep
0.57480726,0.78740363,83.0
0.6184602,0.8092301,74.0
0.57657303,0.78828651,87.0
0.60876546,0.80438273,85.0
0.60738254,0.80369127,81.0
0.58184126,0.79092063,80.0
0.52417686,0.76208843,80.0
0.60825652,0.80412826,72.0
0.55529629,0.77764814,78.0
0.64237854,0.82118927,80.0
0.56386637,0.78193319,81.0
0.64141027,0.82070513,85.0
0.49280179,0.74640089,72.0
0.50862197,0.75431098,73.0
0.61926265,0.80963132,85.0
0.62676497,0.81338249,81.0
0.58043163,0.79021581,86.0
0.67269747,0.83634873,81.0
0.6608582,0.8304291,90.0
0.67841903,0.83920952,88.0
0.58690857,0.79345429,81.0
0.55410038,0.77705019,74.0
0.57966971,0.78983485,83.0
0.62212782,0.81106391,76.0
0.59226796,0.79613398,79.0
0.5468783,0.77343915,85.0
0.56323234,0.78161617,72.0
0.59924516,0.79962258,82.0
0.59402902,0.79701451,89.0
0.56285704,0.78142852,75.0
0.55045593,0.77522796,71.0
0.54566488,0.77283244,77.0
0.61097395,0.80548698,83.0
0.61785619,0.8089281,75.0
0.64370672,0.82185336,87.0
0.64163863,0.82081931,80.0
0.57839006,0.78919503,78.0
0.61312046,0.80656023,77.0
0.60939953,0.80469977,84.0
0.65570286,0.82785143,88.0
0.57264459,0.7863223,80.0
0.56429246,0.78214623,79.0
0.56429246,0.78214623,81.0
0.59345823,0.79672912,78.0
0.58282748,0.79141374,78.0
0.55504383,0.77752192,79.0
0.73409707,0.86704854,92.0
0.71510333,0.85755166,89.0
0.60671544,0.80335772,83.0
0.63077299,0.81538649,83.0
0.52656171,0.76328086,78.0
0.70918172,0.85459086,83.0
0.68252918,0.84126459,81.0
0.67802981,0.83901491,84.0
0.42704571,0.71352285,72.0
0.53772784,0.76886392,77.0
0.54586023,0.77293012,81.0
0.54551306,0.77275653,78.0
0.64762339,0.82381169,86.0
0.57283141,0.7864157,84.0
0.43302751,0.71651375,70.0
0.41241272,0.70620636,72.0
0.43381403,0.71690701,73.0
0.45502692,0.72751346,66.0
0.59973151,0.79986576,85.0
0.59973151,0.79986576,80.0
0.65487959,0.8274398,79.0
0.5416731,0.77083655,71.0
0.6168892,0.8084446,79.0
0.54528403,0.77264201,70.0
0.54162156,0.77081078,82.0
0.65913722,0.82956861,86.0
0.53036531,0.76518265,79.0
0.67338772,0.83669386,90.0
0.58652341,0.79326171,75.0
0.65863362,0.82931681,86.0
0.56750583,0.78375291,76.0
0.63343222,0.81671611,75.0
0.45695862,0.72847931,72.0
0.48306124,0.74153062,74.0
0.46023294,0.73011647,70.0
0.6540847,0.82704235,85.0
0.51086939,0.7554347,72.0
0.54658802,0.77329401,79.0
0.55245616,0.77622808,84.0
0.56227163,0.78113581,75.0
0.56332355,0.78166178,73.0
0.59897321,0.79948661,83.0
0.57573324,0.78786662,83.0
0.49200862,0.74600431,76.0
0.52057907,0.76028954,67.0
0.58592935,0.79296467,82.0
0.66262515,0.83131257,85.0
0.48154136,0.74077068,76.0
0.50015712,0.75007856,63.0
0.6500327,0.82501635,85.0
0.5665311,0.78326555,78.0
0.55854385,0.77927193,70.0
0.56540333,0.78270166,72.0
0.65227029,0.82613515,88.0
0.62660044,0.81330022,77.0
0.59910019,0.7995501,77.0
0.69996137,0.84998069,85.0
0.7060245,0.85301225,87.0
0.7389862,0.8694931,86.0
0.74785852,0.87392926,87.0
0.76785523,0.88392762,89.0
0.41512424,0.70756212,69.0
0.42581957,0.71290978,67.0
0.72039725,0.86019862,84.0
0.71386686,0.85693343,87.0
0.6726808,0.8363404,86.0
0.6711708,0.8355854,84.0
0.68723673,0.84361836,85.0
0.5081087,0.75405435,75.0
0.51719964,0.75859982,74.0
0.51685073,0.75842536,75.0
0.52943119,0.7647156,82.0
0.51262008,0.75631004,82.0
0.36420108,0.68210054,72.0
0.37077875,0.68538938,73.0
0.35333652,0.67666826,60.0
0.40262445,0.70131223,77.0
0.40321762,0.70160881,66.0
0.39300728,0.69650364,70.0
0.36782085,0.68391043,59.0
0.39496517,0.69748258,75.0
0.41006545,0.70503273,71.0
0.43848482,0.71924241,71.0
0.46068687,0.73034344,76.0
0.46536949,0.73268475,76.0
0.46994955,0.73497477,73.0
0.62816864,0.81408432,81.0
0.53783917,0.76891958,78.0
0.68657519,0.84328759,82.0
0.72945735,0.86472868,86.0
0.74508301,0.8725415,84.0
0.76177198,0.88088599,91.0
0.40712821,0.70356411,72.0
0.56605891,0.78302945,78.0
0.60917892,0.80458946,88.0
0.59170527,0.79585263,81.0
0.60324657,0.80162329,80.0
0.60556984,0.80278492,76.0
0.70575473,0.85287737,88.0
0.69603601,0.848018,79.0
0.67907539,0.83953769,82.0
0.59876927,0.79938463,81.0
0.45705902,0.72852951,73.0
0.4637238,0.7318619,74.0
0.47583541,0.7379177,69.0
0.5578943,0.77894715,73.0
0.52234468,0.76117234,77.0
0.61639506,0.80819753,83.0
0.54643096,0.77321548,79.0
0.45284237,0.72642118,77.0
0.48268723,0.74134361,76.0
0.67433623,0.83716812,83.0
0.66204329,0.83102164,81.0
0.5194969,0.75974845,70.0
0.58654713,0.79327356,77.0
0.61882489,0.80941244,81.0
0.53683697,0.76841849,73.0
0.59517063,0.79758532,82.0
0.5346729,0.76733645,67.0
0.54199923,0.77099962,82.0
0.68425042,0.84212521,86.0
0.67328713,0.83664356,83.0
0.69724519,0.84862259,82.0
0.57695825,0.78847912,74.0
0.61712389,0.80856195,78.0
0.51555822,0.75777911,79.0
0.51965033,0.75982517,82.0
0.50493385,0.75246692,76.0
0.50356404,0.75178202,77.0
0.51461266,0.75730633,78.0
0.59270175,0.79635087,81.0
0.50379626,0.75189813,72.0
0.47845553,0.73922776,69.0
0.47845553,0.73922776,69.0
0.49933467,0.74966734,74.0
0.48203144,0.74101572,72.0
0.54210644,0.77105322,82.0
0.5914522,0.7957261,82.0
0.68755143,0.84377571,87.0
0.48545525,0.74272763,79.0
0.67968634,0.83984317,83.0
0.68693405,0.84346702,86.0
0.67863249,0.83931624,92.0
0.59834169,0.79917084,79.0
0.63547199,0.817736,82.0
0.59036139,0.7951807,83.0
0.63093358,0.81546679,85.0
0.56725671,0.78362836,79.0
0.56126032,0.78063016,80.0
0.64900455,0.82450228,85.0
0.50458295,0.75229147,73.0
0.50137822,0.75068911,82.0
0.48904746,0.74452373,73.0
0.7223781,0.86118905,82.0
0.5396646,0.7698323,76.0
0.64134355,0.82067177,80.0
0.45192353,0.72596177,72.0
0.46260472,0.73130236,73.0
0.52757108,0.76378554,76.0
0.64424745,0.82212373,78.0
0.64296604,0.82148302,84.0
0.65613767,0.82806883,82.0
0.61444305,0.80722153,81.0
0.57632066,0.78816033,78.0
0.59785041,0.79892521,85.0
0.55418012,0.77709006,80.0
0.61098874,0.80549437,79.0
0.58482543,0.79241272,80.0
0.60464335,0.80232168,81.0
0.63196512,0.81598256,84.0
0.62451506,0.81225753,80.0
0.63374237,0.81687119,81.0
0.53617849,0.76808924,78.0
0.60212952,0.80106476,80.0
0.66037389,0.83018695,86.0
0.65599429,0.82799715,90.0
0.71667945,0.85833973,85.0
0.7330412,0.8665206,82.0
0.49507987,0.74753994,75.0
0.63919529,0.81959765,81.0
0.5841908,0.7920954,80.0
0.6388161,0.81940805,83.0
0.63805542,0.81902771,82.0
0.56458659,0.78229329,88.0
0.63612884,0.81806442,85.0
0.63204607,0.81602303,87.0
0.62765525,0.81382763,88.0
0.57119113,0.78559556,74.0
0.64961281,0.8248064,84.0
0.56322422,0.78161211,83.0
0.63923532,0.81961766,85.0
0.64145323,0.82072662,81.0
0.57184125,0.78592062,80.0
0.57711749,0.78855874,78.0
0.58453075,0.79226538,79.0
0.56456337,0.78228169,76.0
0.54290463,0.77145231,77.0
0.53113941,0.76556971,73.0
0.58113591,0.79056796,78.0
0.56635451,0.78317726,74.0
0.56090132,0.78045066,78.0
0.65253604,0.82626802,88.0
0.49972973,0.74986487,78.0
0.70371349,0.85185674,81.0
0.70842099,0.8542105,87.0
0.69639524,0.84819762,84.0
0.68224039,0.8411202,79.0
0.52375508,0.76187754,79.0
0.64783209,0.82391604,81.0
0.55595938,0.77797969,84.0
0.74950791,0.87475396,86.0
0.77125324,0.88562662,90.0
0.74060429,0.87030214,86.0
0.72764108,0.86382054,86.0
0.75504344,0.87752172,88.0
0.73757264,0.86878632,86.0
0.64038448,0.82019224,85.0
0.5324561,0.76622805,76.0
0.54019411,0.77009705,76.0
0.54628016,0.77314008,79.0
0.61975698,0.80987849,80.0
0.55943708,0.77971854,88.0
0.5897996,0.7948998,80.0
0.67295197,0.83647598,85.0
0.49487364,0.74743682,76.0
0.58919518,0.79459759,77.0
0.49920672,0.74960336,73.0
0.65450113,0.82725057,91.0
0.66453154,0.83226577,81.0
0.54232559,0.77116279,68.0
0.5982083,0.79910415,79.0
0.63371458,0.81685729,79.0
0.73426645,0.86713322,86.0
0.62954863,0.81477432,75.0
0.48845423,0.74422711,71.0
0.4938554,0.7469277,81.0
0.62564553,0.81282277,82.0
0.6352036,0.8176018,85.0
0.56052347,0.78026174,75.0
0.55899261,0.7794963,80.0
0.63573395,0.81786697,80.0
0.50724498,0.75362249,73.0
0.38680164,0.69340082,62.0
0.39563302,0.69781651,71.0
0.39026808,0.69513404,80.0
0.3637637,0.68188185,68.0
0.32901884,0.66450942,62.0
0.70958985,0.85479492,81.0
0.48533075,0.74266538,71.0
0.50216199,0.751081,73.0
0.58770065,0.79385032,78.0
0.69760695,0.84880348,87.0
0.71273582,0.85636791,87.0
0.7010198,0.8505099,89.0
0.71255948,0.85627974,84.0
0.59177299,0.79588649,78.0
0.5474925,0.77374625,79.0
0.556671,0.7783355,78.0
0.59706246,0.79853123,77.0
0.59705352,0.79852676,75.0
0.66395525,0.83197763,84.0
0.62730578,0.81365289,75.0
0.52515006,0.76257503,72.0
0.52369577,0.76184789,73.0
0.52079837,0.76039919,76.0
0.50225808,0.75112904,80.0
0.51277202,0.75638601,85.0
0.5536827,0.77684135,80.0
0.66272231,0.83136116,89.0
0.61579948,0.80789974,77.0
0.5760845,0.78804225,80.0
0.5035994,0.7517997,68.0
0.49345653,0.74672826,78.0
0.48949137,0.74474568,72.0
0.46294108,0.73147054,80.0
0.48431082,0.74215541,72.0
0.624316,0.812158,76.0
0.59690573,0.79845287,85.0
0.62531498,0.81265749,89.0
0.62652683,0.81326341,77.0
0.52255267,0.76127634,76.0
0.58485265,0.79242633,76.0
0.6712717,0.83563585,78.0
0.56715812,0.78357906,76.0
0.73527614,0.86763807,81.0
0.74366489,0.87183244,90.0
0.57041105,0.78520552,73.0
0.4888894,0.7444447,75.0
0.47197635,0.73598818,78.0
0.43984098,0.71992049,67.0
0.5271722,0.7635861,73.0
0.50968395,0.75484198,82.0
0.48702658,0.74351329,80.0
0.46293847,0.73146923,76.0
0.45857651,0.72928825,74.0
0.57172639,0.7858632,83.0
0.61396328,0.80698164,80.0
0.55476989,0.77738494,76.0
0.56267587,0.78133794,77.0
0.55443291,0.77721646,77.0
0.58706793,0.79353396,78.0
0.72819874,0.86409937,84.0
0.67714461,0.8385723,90.0
0.60823296,0.80411648,80.0
0.52600162,0.76300081,75.0
0.68172914,0.84086457,83.0
0.70007918,0.85003959,86.0
0.59239766,0.79619883,79.0
0.63739418,0.81869709,82.0
0.64969947,0.82484974,80.0
0.68141226,0.84070613,87.0
0.67863699,0.8393185,82.0
0.67033693,0.83516846,83.0
0.59823269,0.79911635,81.0
0.68841898,0.84420949,88.0
0.5972947,0.79864735,84.0
0.61180953,0.80590476,84.0
0.61211559,0.80605779,83.0
0.50952052,0.75476026,79.0
0.5171213,0.75856065,88.0
0.53148307,0.76574154,84.0
0.55388007,0.77694004,86.0
0.58888123,0.79444062,80.0
0.67177101,0.83588551,88.0
0.66032622,0.83016311,81.0
0.62471302,0.81235651,81.0
0.63314188,0.81657094,86.0
0.63391156,0.81695578,73.0
0.5276817,0.76384085,83.0
0.50908668,0.75454334,74.0
0.52000693,0.76000347,75.0
0.5890481,0.79452405,70.0
0.54511835,0.77255917,68.0
0.6526691,0.82633455,91.0
0.66319356,0.83159678,80.0
0.49406364,0.74703182,70.0
0.51017495,0.75508748,75.0
0.49459496,0.74729748,78.0
0.50294514,0.75147257,85.0
0.57474054,0.78737027,77.0
0.55410619,0.77705309,84.0
0.64911746,0.82455873,82.0
0.59684581,0.79842291,75.0
0.55726635,0.77863318,76.0
0.61760795,0.80880397,80.0
0.69108297,0.84554149,81.0
0.70163394,0.85081697,90.0
0.73371126,0.86685563,87.0
0.75962269,0.87981135,88.0
0.569448,0.784724,77.0
0.45515089,0.72757545,78.0
0.4516183,0.72580915,72.0
0.44655834,0.72327917,85.0
0.64541916,0.82270958,82.0
0.6607284,0.8303642,82.0
0.6607284,0.8303642,87.0
0.47553974,0.73776987,78.0
0.48384526,0.74192263,72.0
0.50680044,0.75340022,70.0
0.51130879,0.7556544,82.0
0.49787309,0.74893654,67.0
0.62360431,0.81180215,85.0
0.54407405,0.77203703,83.0
0.67501393,0.83750696,86.0
0.6703229,0.83516145,79.0
0.64332626,0.82166313,81.0
0.64329317,0.82164658,75.0
0.65788601,0.82894301,82.0
0.64999787,0.82499893,84.0
0.47837949,0.73918975,75.0
0.47533583,0.73766791,74.0
0.59442228,0.79721114,78.0
0.60575925,0.80287963,71.0
0.63440355,0.81720177,81.0
0.59880183,0.79940092,79.0
0.55180062,0.77590031,85.0
0.6255548,0.8127774,78.0
0.56956916,0.78478458,78.0
0.58849493,0.79424746,76.0
0.58564062,0.79282031,82.0
0.66406965,0.83203483,75.0
0.64238324,0.82119162,83.0
0.67333183,0.83666592,84.0
0.65556471,0.82778236,81.0
0.63502784,0.81751392,83.0
0.59288961,0.79644481,74.0
0.53219985,0.76609992,77.0
0.66077567,0.83038784,81.0
0.53006618,0.76503309,84.0
0.57227156,0.78613578,74.0
0.62084408,0.81042204,81.0
0.57180292,0.78590146,82.0
0.53234329,0.76617164,83.0
0.6442966,0.8221483,82.0
0.65985486,0.82992743,87.0
0.60054028,0.80027014,82.0
0.62231508,0.81115754,82.0
0.59853171,0.79926586,81.0
0.59528023,0.79764012,84.0
0.43674805,0.71837403,73.0
0.7455373,0.87276865,85.0
0.63971294,0.81985647,76.0
0.52867432,0.76433716,63.0
0.6489273,0.82446365,81.0
0.4276159,0.71380795,73.0
0.4655338,0.7327669,79.0
0.46269208,0.73134604,74.0
0.59269439,0.7963472,81.0
0.63748265,0.81874133,81.0
0.63268958,0.81634479,85.0
0.58630884,0.79315442,78.0
0.50713345,0.75356672,80.0
0.59975996,0.79987998,82.0
0.4828568,0.7414284,77.0
0.5068305,0.75341525,78.0
0.59597274,0.79798637,83.0
0.6163761,0.80818805,78.0
0.70724898,0.85362449,85.0
0.68585691,0.84292846,88.0
0.62216917,0.81108458,81.0
0.5233743,0.76168715,72.0
0.53984215,0.76992108,82.0
0.53247764,0.76623882,83.0
0.65100559,0.8255028,80.0
0.50254234,0.75127117,73.0
0.5684145,0.78420725,78.0
0.62569497,0.81284748,84.0
0.62508687,0.81254343,86.0
0.5924853,0.79624265,78.0
0.59209502,0.79604751,78.0
0.6045809,0.80229045,76.0
0.64804079,0.8240204,78.0
0.62011327,0.81005664,76.0
0.56144516,0.78072258,76.0
0.60404495,0.80202248,77.0
0.68358432,0.84179216,85.0
0.72430908,0.86215454,90.0
0.6592796,0.8296398,78.0
0.49828857,0.74914428,74.0
0.49828857,0.74914428,82.0
0.65326524,0.82663262,84.0
0.63943494,0.81971747,85.0
0.53179133,0.76589567,79.0
0.57685699,0.78842849,79.0
0.61439254,0.80719627,80.0
0.58599513,0.79299757,78.0
0.547319,0.7736595,80.0
0.53536649,0.76768324,75.0
0.42304081,0.7115204,66.0
0.44838422,0.72419211,76.0
0.43245672,0.71622836,70.0
0.45992936,0.72996468,74.0
0.43381802,0.71690901,78.0
0.64549054,0.82274527,77.0
0.45385414,0.72692707,80.0
0.42857109,0.71428554,63.0
0.52442541,0.7622127,81.0
